0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0072E4099P0825000515              241216  006000400001190262004400130013
0072E4100P0576000356              241216  004100000001200152002900070007
0072E4101P1144000718              241114  009000000002230292006900270017
0072E4102P0994000636              24 914  006200000002170260007100100016
0072E4103P0641000401              24 917  004100000000950205004300060011
0072E4104P1423000884              281114  010500400002320437005400280024
0072E4105P1085000707              24 914  007300000002030321007500210014
0072E4106P1531000930              241117  012300100002290479005300260019
0072E4107P0977000598              24 914  006800000001530297004300290008
0072E4108P0383000256              241216  003200000000520130002300090010
0072E4109P0728000435              281115  005000100001200200003900140011
0072E4110P1008000605              281114  007700200001640271005500150021
0072E4111P0635000409              241114  005600000001250169003900120008
0072E4112P0730000463              241217  005600000201460193003700160013
0072E4113P0579000346              281115  004200000000760168003000180012
0072E4114P0814000475              281115  005400100001780176004900060011
0072E4115P0675000431              281115  005100000000240338001000060002
0072E4116P0534000305              241116  002100000100560194001900060008
0072E4117P0571000392              281115  003400000001110185002800130021
0072E4118P0645000391              241216  004300000001180177004200010010
0072E4119P0645000348              241114  004100000000830165003900140006
0072E4120P0609000386              241217  004200000000990199002800100008
0072E4121P0570000360              24 914  004600000001090149003700070012
0072E4122P0572000393              281115  004700000001400146003700140009
0072E4123P1041000647              24 917  005100000001650370003100130017
0072E4124P0368000200              24 915  001800100000260142000900030001
0072E4125P0533000338              241116  004100000000900175001600090007
0072E4126P0633000394              241217  004700000000930183005100130007
0072E4127P0688000474              24 917  003200000001300246004100160009
0072E4128P1192000708              24 917  006600100201530386005900250016
0072E4129P1169000746              281115  008700000000110628000500130002
0072E4130P0361000207              24 914  002200000000670095001400030006
0072E4131P0545000336              24 914  002300000000830183002400100013
0072E4132P0517000347              241217  005800000000830180002100020003
0072E4133P0638000402              24 914  005800200101070187002800110008
0072E4134P1392000792              281115  008000000000150675000400130005
0072E4135P1401000828              241115  010700000000350648001100230004
0072E4136P0470000288              241216  003800000000770140001700080008
0072E4137P0094000068              241117  000600000000190035000800000000
0072E4138P0290000192              241217  002600000000380118000800010001
0072E4139P1015000561              241115  008400100000150440000000120009
0072E4140P0864000569              281115  005600000100130478000500090007
0072E4141P0467000269              241115  002400000000020233000200060002
0072E4142P0544000321              24 914  002500000001260116003900080007
0072E4143P0745000465              241114  006700000000940241003100160016
0072E4144P0967000609              281115  008900000000310468000300110007
0072E4145P0723000460              241115  004900000000040394000100090003
0072E4146P0427000275              281115  004800100000830119001800010005
0072E4147P1422000844              241115  009600000000120712000700120005
0072E4148P0581000412              241216  004600000001050235002000030003
0072E4149P0566000352              241216  003100100000960172003600100006
0072E4150P0043000032              24 914  000600000000080016000100000001
0072E4151P0384000236              241217  002000000000490133002100070006
0072E4152P0055000027              24 914  000200000000150010000000000000
0072E4153P0271000169              281115  002000000000390103000200030002
0072E4154P0553000314              281115  002200000000040283000000040001
0064RSupervisor, Town of Brookhaven          T   1 0295028815801
0044CBEEDENBENDER, BRIAN J    DEM 06172816A 
0044CBEEDENBENDER, BRIAN J    WOR 00538316D 
0044CROMAINE, EDWARD P        REP 07009216B 
0044CROMAINE, EDWARD P        CON 01305316C 
0044CROMAINE, EDWARD P        IND 00464616E 
0072E1001P1184000815              12 4 5 1010100100002960023031000600024
0072E1002P1134000842              12 4 5 1009100000003110024034700480021
0072E1003P0992000709              12 4 5 1007800000003010011024700500022
0072E1004P0621000455              12 4 5 1003000000002110013015400320015
0072E1005P1021000738              11 4 5 1005800000102900022030700420018
0072E1006P1528001061              11 4 5 1011300000004110025040400770031
0072E1007P0594000406              11 4 5 1005000000101410010017100250008
0072E1008P0881000633              11 2 6 2005100200001960019030400380023
0072E1009P1623001162              11 2 1 6009900100003040012059301140039
0072E1010P1508001012              11 3 3 4008600000003450033045000660032
0072E1011P1482000950              13 3 7 5008900000003060022042300820028
0072E1012P1070000769              12 512 3007800000002930018031900470014
0072E1013P0563000353              13 5 4 5003800000001120009014600390009
0072E1014P0875000643              13 7 7 5004700000002150016030700480010
0072E1015P0981000664              13 7 7 5008700000003020023019900370016
0072E1016P1068000716              13 7 7 5010100200102970023022900450018
0072E1017P0590000407              13 7 7 5002900000001700012016100220013
0072E1018P0165000109              13 7 7 5001800000000440003003900040001
0072E1019P0954000627              13 7 7 5006400200002520030021300490017
0072E1020P0834000588              13 7 7 5006400000002220020021700450020
0072E1021P0211000124              13 7 7 5002400000000630007002200030005
0072E1022P0586000415              13 7 7 5004000000001620012015100360014
0072E1023P0504000318              13 7 7 5003800000001280016009500290012
0072E1024P0428000279              13 7 7 5003000000101010013010700180009
0072E1025P1125000717              13 7 7 5008800000002720021026100490026
0072E1026P0488000307              13 3 3 4006000000001990012002600080002
0072E1027P0529000392              13 3 3 4002800000001850006013200250016
0072E1028P1090000746              13 3 3 4007400000002660017031400520023
0072E1029P1018000758              11 1 3 6005800000001240008048400620022
0072E1030P0633000461              11 1 1 6002900300000730004027900520021
0072E1031P1131000815              11 1 2 6005300200001850029043800640044
0072E1032P0444000305              11 1 1 6003100100000620005015300390014
0072E1033P1356000855              11 4 6 2011100000103710025029300400014
0072E1034P1324000796              13 5 7 5010500000002520021035000520016
0072E1035P1333000882              11 2 6 2009000100102770025035601030029
0072E1036P1129000679              12 4 4 3009100300002660027023900380015
0072E1037P0942000597              11 2 6 2006000000001870025024300610021
0072E1038P1160000632              13 3 3 6006800100001810034027100460031
0072E1039P1756001212              11 1 1 6008700000103170029061700930068
0072E1040P1519000931              11 2 1 2008500200202420026043201150027
0072E1041P1751001098              13 5 7 5014100100203980049040600770024
0072E1042P0949000501              13 3 3 6006500000001830025016500470016
0072E1043P0869000560              13 5 4 3006800100001980025022500350008
0072E1044P0712000471              13 512 5007200000101730018016300320012
0072E1045P0416000287              13 3 7 5002900000000810006013600260009
0072E1046P1385000925              13 3 3 4009300000004130029029800710021
0072E1047P1325000828              11 2 6 2009700000302720033032800660029
0072E1048P0897000663              13 7 7 5007500000002500016024900610012
0072E1049P1061000701              13 3 7 5008600000002720025025900480011
0072E1050P0928000553              12 5 5 3007600000002230015017800470014
0072E1051P0611000440              13 3 7 5004900000001290019020500260012
0072E1052P0912000613              13 3 7 5005500000002290019025100460013
0072E1053P1149000665              13 3 3 4007300000002400028027100380015
0072E1054P0608000356              12 5 4 4003900000001170014014500370004
0072E1055P0724000439              12 3 4 3003900000001750027016700260005
0072E1056P1370000862              12 5 4 3011600000103030027033900640012
0072E1057P0205000125              13 711 5001600000000680007002500060003
0072E1058P1054000652              13 5 4 5007500000002220016027900520008
0072E1059P0442000293              12 5 4 3003300000001220011010000200007
0072E1060P1001000702              12 4 5 1005600000003560020021000400020
0072E1061P0610000442              12 4 5 1003000000001680009020500220008
0072E1062P0842000535              12 4 5 1005700100002070009020300390019
0072E1063P1616001164              11 2 6 2013800000003230025057400730031
0072E1064P1298000715              13 3 7 4009900300003470024018400400018
0072E1065P1292000781              11 2 6 4008900000102710023032100470029
0072E1066P0951000625              11 2 6 2006600000002040030024500580022
0072E1067P0718000506              13 3 3 4005300000001800012021400320015
0072E1068P1001000607              11 2 6 2006600000201810019025800510030
0072E1069P1045000727              13 3 7 5005600100102120021033800650033
0072E1070P1071000732              12 512 3010400000002280020031200530015
0072E1071P0950000578              12 5 4 3005000100002490025019700450011
0072E1072P1197000707              13 1 3 6009300100002130034028900520025
0072E1073P1617001181              11 1 3 6008700000002420023067801030048
0072E1074P1227000746              13 3 7 5010600100602620022025800710020
0072E1075P0649000399              12 4 4 3004000000001830013013400210008
0072E1076P1043000617              12 5 4 3005700300102650027019400510019
0072E1077P0797000537              13 5 4 5006600000101880027019800400017
0072E1078P1027000665              13 5 4 3007300000002390020026900530011
0072E1079P1616000955              13 3 3 6009700000203040049037200860045
0072E1080P1411000815              13 3 3 6011200000002520021034100550034
0072E1081P0679000414              13 512 5006200000001500017014800260011
0072E1082P1250000827              13 3 7 5009900200003240016030000580028
0072E1083P0843000485              12 5 5 3004700000002000017016000450016
0072E1084P0041000026              13 2 3 6000200000100090000001200010001
0072E1085P0249000170              13 3 4 4003500000000650007005600050002
0072E1086P0730000506              12 4 5 1004500000002120017019300230016
0072E1087P0962000671              12 4 5 1006100000002740015025600460019
0072E1088P0556000345              11 4 5 1004300000101450012011200230009
0072E1089P1411001036              12 4 5 1009200000103660027046000710019
0072E1090P0918000641              12 4 5 1009300000002280017024200490012
0072E1091P0625000446              11 4 5 1005100100001550019017100380011
0072E1092P1643001020              12 5 4 3011100000104370035033800740024
0072E1093P1034000777              11 2 1 2007600000002060015038800610031
0072E1094P0722000436              12 4 4 3004000000001940015015400280005
0072E1095P0873000587              12 4 5 1006600000002510017020000310022
0072E1096P0848000549              11 3 7 4009200000102160015017300320020
0072E1097P1384000859              11 3 7 4009900100003630040028800510017
0072E1098P1678001140              11 2 6 2012600100003290031052901000024
0072E1099P1387000908              12 4 4 3009300000003560035034000660018
0072E1100P1359000846              12 5 4 3009300000003540039028500610014
0072E1101P0948000677              12 4 5 1004900000003480029019700340020
0072E1102P1039000704              12 4 5 1007900000202600015026800600020
0072E1103P0721000517              13 7 7 5006400000001790016019800400020
0072E1104P1387000751              13 1 3 6010400200202710039027000460017
0072E1105P0578000412              12 512 3005600000001230012018900230009
0072E1106P0836000534              13 5 4 5007700000001720015020600580006
0072E1107P1124000721              13 5 8 5010700000002160020028500770016
0072E1108P0973000663              12 4 5 1007300000002270022030300300008
0072E1109P0838000538              12 4 4 3007000000002010024018800440011
0072E1110P1010000623              12 4 5 2007700000002570020021600340019
0072E1111P0963000665              12 4 5 1006900000002370013027100600015
0072E1112P0614000428              12 5 5 1004400000001420007019200340009
0072E1113P0321000204              11 3 1 6002300000000660002007300250015
0072E1114P0994000672              13 7 7 5008200000102130025027200640015
0072E1115P0755000506              13 3 7 5005300000001730016022300280013
0072E1116P1694001097              12 4 5 1013700000204150041041800650019
0072E1117P0651000491              11 4 5 1003300000001730006024100300008
0072E1118P0706000441              11 4 5 1005600100001690016014900430007
0072E1119P1021000678              13 3 7 5011800100102010019025800630017
0072E1120P1319001014              12 3 4 4009800000004220014037900740027
0072E1121P1609001105              12 4 5 1011800000003940026049000650012
0072E1122P1397000978              11 2 6 2009800000002940026046000710029
0072E1123P0782000570              13 3 3 4005900000102150017023000310017
0072E1124P1431000898              12 5 4 3009100000003350027035800710016
0072E1125P0908000519              12 5 4 3006500000002190020017200330010
0072E1126P1392000908              12 512 3009700000002730023041300780024
0072E1127P0780000452              12 4 4 3005300000001770021016100290011
0072E1128P1197000725              11 3 7 4008500000103130030022600440026
0072E1129P0803000565              12 4 5 1005700000002290009022100390010
0072E1130P0609000433              12 4 6 2004000000001580023016300380011
0072E1131P0758000512              13 3 7 5005500000001700014021700380018
0072E1132P1547000960              12 5 4 3012000200003360031035800940019
0072E1133P0896000604              12 3 4 4006800000102030021023900580014
0072E1134P1023000713              11 4 5 1006300000002870036026000530014
0072E1135P1311000885              11 2 6 2009500000102140026044200820025
0072E1136P1216000819              11 2 6 2007200000002720010037400770014
0072E1137P1378000813              11 4 3 4011200100005900027006100110011
0072E1138P2587001572              13 3 7 5018300100104800035072001170035
0072E1139P1992001060              13 3 3 6015500000303720038038400710037
0072E1140P1310000877              11 4 6 1008300000002610024040600900013
0072E1141P0929000590              11 2 1 6004100000001700018027800560027
0072E1142P1333000904              12 512 3010400000102920016041000660015
0072E1143P0876000578              11 4 6 1005500000102220012023400460008
0072E1144P0881000516              13 3 7 5005700100002070010018600440011
0072E1145P1219000721              13 5 4 4009600000002610024026800590013
0072E1146P0644000436              12 4 5 1005600000001650008017000280009
0072E1147P1902001201              12 4 5 2011600000005330028041700810026
0072E1148P1155000840              12 4 5 1007800000003470027031800550015
0072E1149P0841000516              13 3 7 4005400000002280016016400380016
0072E1150P0945000588              13 3 3 4008500000002200011022000320020
0072E1151P0983000728              11 1 2 6003600200001620014041900630032
0072E1152P1719001053              12 5 4 3008400100004380073035700790021
0072E1153P0785000535              11 2 6 2004900000002220022018700370018
0072E1154P0864000647              11 1 1 6003600000201050013039800760017
0072E1155P0807000528              13 7 7 5003600000001970023020700480017
0072E1156P0963000571              13 3 3 6006600000001580021024700590020
0072E1157P2214001355              12 3 4 4018400200004850063048700980036
0072E1158P0635000436              12 512 3004600000001650004018300290009
0072E1159P1262000816              11 2 6 2010700000002850035031800420029
0072E1160P1230000689              13 1 3 6011100000001970027026600520036
0072E1161P0839000610              12 4 5 1010400000002180022021800310017
0072E1162P0534000336              12 5 4 3004200000001340021010500260008
0072E1163P1013000664              12 4 5 1008300000002450018024800550015
0072E1164P1378000880              13 5 8 5008600100003230021036200740013
0072E1165P1191000797              12 4 5 1008000000103070018032800480015
0072E1166P1651001122              12 4 5 1011700000004480024044200570034
0072E1167P0753000579              11 2 6 2005900000001870011027500380009
0072E1168P0874000605              11 4 6 2006500000002470013021900470014
0072E1169P1782001184              11 4 6 2014100000005380029038200740020
0072E1170P0737000528              12 4 5 1005800000001870008023500330007
0072E1171P0873000637              13 7 7 5006300000002130019026400560022
0072E1172P0426000257              13 512 3003700000000940009008700240006
0072E1173P0741000532              13 3 7 5003600000001590008027200410016
0072E1174P1003000676              13 5 4 5008900100002520017026600410010
0072E1175P1093000684              12 5 4 3007300000002800026024800460011
0072E1176P0993000641              13 5 4 3007100000002050023028900430010
0072E1177P0657000508              12 4 5 1004100000002550017015400330008
0072E1178P0870000597              11 4 5 1007200000002130020023300460013
0072E1179P1824001145              12 5 4 3015200100103840038047600780015
0072E1180P1072000711              12 4 4 3008100100002970024025600370015
0072E1181P0384000305              11 2 6 2001900000000920006016000220006
0072E1182P0108000077              11 4 6 2000800000000180002004400030002
0072E1183P0606000406              13 5 4 5004500000001220023016700350014
0072E1184P0961000501              11 1 3 6007200000101580021018600420021
0072E1185P0566000354              11 2 6 2002900000001370012014900210006
0072E1186P0795000513              13 5 7 4006400000001600013022200380016
0072E1187P1269000787              11 2 6 2007200000102780036029900600041
0072E1188P1009000755              11 2 6 2006500000002440019033200720023
0072E1189P1289000784              11 2 6 2008900000102980025028900590023
0072E1190P0681000508              11 2 6 2004200000001810017020400520012
0072E1191P0565000388              12 4 5 1004800000001500003015500170015
0072E1192P1455000956              11 3 3 4009700100004520034028400610027
0072E1193P1302000925              11 2 1 2009600000102310020043101100036
0072E1194P0650000448              13 3 7 4003300000001720007019200360008
0072E1195P0957000678              11 2 6 2005900000001930019034900420016
0072E1196P1367000920              13 3 7 5011000000402930023039600730021
0072E1197P0397000303              11 2 6 2003600000000910005012100390011
0072E1198P0881000677              11 2 6 4008000100101700011034800530013
0072E1199P0487000332              11 2 6 4003400100001090009015000210008
0072E1200P0999000622              11 4 7 4008300200004290024006500130006
0072E1201P1767001271              11 4 6 2013900100103780027058901070029
0072E1202P0663000412              11 4 6 2004700000001660017013900300013
0072E1203P0653000426              11 2 1 6003200000000930004021500610021
0072E1204P1018000521              13 1 3 6005600200001560024021800430022
0072E1205P1382000866              11 4 5 1010900000003170030034900460015
0072E1206P0957000671              12 4 4 3007900000002730016024400500009
0072E1207P0876000525              11 1 3 6005500100002150034015400400026
0072E1208P1331000754              11 1 3 6008400000102720039028100520025
0072E1209P0986000610              12 4 5 2005400000002810015022000310009
0072E1210P0723000562              12 3 4 4005700000002410022019300370012
0072E1211P0930000603              13 5 7 5005800100101990023025700470017
0072E1212P0375000258              11 2 5 1003000000100860005011100190006
0072E1213P0671000447              11 3 3 4004900100001340010020300390011
0072E1214P0717000490              13 3 7 5005500100101520015021500340017
0072E1215P0823000464              13 1 3 6003900000001650015019500390011
0072E1216P2067001518              11 2 6 2014500000104840026072101080033
0072E1217P0275000170              13 5 7 5002100000000630007006300100006
0072E1218P0735000468              12 3 7 4005100000002400016012400230014
0072E1219P0552000340              12 512 3004500000001080012013000380007
0072E1220P0238000152              11 2 6 2001200000000650002005600110006
0072E1221P0264000180              12 512 3001700000000700003006600190005
0072E1222P0469000311              13 512 3004100000301140010011000230010
0072E1223P1349000813              12 4 5 1017900000104930022009000050023
0072E1224P0589000439              11 4 5 1004100000102070013014000300007
0072E1225P0984000740              11 4 5 1007200000003890029020300350012
0072E1226P0457000323              11 4 5 1002700000001100011012800380009
0072E1227P1659001015              11 2 1 6009900100102480022052000840040
0072E1228P0751000526              13 3 3 4006400000001570010024100400014
0072E1229P0950000522              13 3 3 6007200000101920023017800400016
0072E1230P1113000724              12 5 4 3008300000002460016032000490010
0072E1231P0659000378              13 512 5005800000001370012013500270009
0072E1232P0742000469              12 3 4 3003000000102040022017600300006
0072E1233P0690000512              12 4 5 1003700000202070009020200380017
0072E1234P1548000892              13 3 3 4012400200404760015020800450018
0072E1235P0758000482              13 3 7 5005400000001620017019300370019
0072E1236P0805000580              11 2 6 2005000000001540013028400630016
0072E1237P1220000792              12 4 4 3010800000003350030025400500015
0072E1238P0748000486              13 5 4 5004600000001620014021500400009
0072E1239P1010000717              11 4 5 1008200000102550023028400600012
0072E1240P0786000495              13 3 7 5005000000001450016021900510014
0072E1241P1081000691              12 3 4 4008900100002860022024600360011
0072E1242P1230000730              12 5 4 3007600000002940031026000500019
0072E1243P0891000578              12 4 6 2007700000302820022015400250015
0072E1244P0458000285              13 5 4 3002600000000970011010800390004
0072E1245P1642001120              11 4 6 2010200000203300034055800710023
0072E1246P0887000561              13 3 7 5007300100002270018019500320015
0072E1247P1182000700              13 3 7 4008300100202430030025600570028
0072E1248P0765000520              11 2 6 2005100000001890018021200340016
0072E1249P3087001693              13 3 3 6018500000105230044074201420056
0072E1250P0948000568              12 4 4 3006900000101960024022200440012
0072E1251P0958000699              12 4 5 1017600000101980014025400440012
0072E1252P1206000789              11 4 6 2007700000003400021026100700020
0072E1253P0931000561              11 3 3 4005500000002310015020300390018
0072E1254P0902000541              13 3 7 5004300000102160018019600450022
0072E1255P0968000592              11 2 6 4007000000001640014028800450011
0072E1256P1924001238              11 3 6 4011200100105020032046301010026
0072E1257P0907000577              11 4 6 2006200000002380029019500370016
0072E1258P0636000393              11 4 6 2004700000001590018013900220008
0072E1259P0519000371              12 3 4 4005000000001390015013600190012
0072E1260P0815000517              11 2 6 2004700000001820018021300470010
0072E1261P0404000295              12 4 7 4003800000001100005011800210003
0072E1262P0766000467              12 3 4 3004100000002310025012700380005
0072E1263P1788001287              11 2 6 2013200000003670033058201470026
0072E1264P1600001027              11 2 1 6010600200002220019053700990042
0072E1265P2796001847              11 1 1 6013500100003870033103601950060
0072E1266P0983000555              13 3 3 4008600000001640020022200460017
0072E1267P0806000517              11 2 6 2005600000001480011024500410016
0072E1268P1168000706              13 1 3 6005800000102380027030700480027
0072E1269P0822000515              11 3 3 4004000000002250012020100280009
0072E1270P0882000743              11 2 6 2004800000002020008040400630018
0072E1271P0783000514              13 5 7 5006200000001780007022100340012
0072E1272P0989000705              11 1 1 6006500100001400014038700710027
0072E1273P0973000561              13 1 3 4005400000101860021022300530023
0072E1274P0770000472              11 1 3 6006200000101320014021200270024
0072E1275P0884000561              11 3 3 4006700000002300019018700370021
0072E1276P0248000174              12 4 4 4003500000000720004004800110004
0072E1277P0418000219              13 3 3 4001700100001020006007500080010
0072E1278P0037000015              13 3 3 6000200000000090000000400000000
0072E1279P0796000569              11 1 1 6006000200001910011024400320029
0072E1280P0003000011              11 3 1 6000400000000030000000400000000
0072E1281P0128000093              13 2 1 6001500000000250006003700050005
0072E1282P0014000005              13 512 3000100000000020000000100010000
0072E1283P1321000779              13 3 1 6008300000002850021030800570025
0072E1284P1148000920              11 2 6 4006300000003740018037100740020
0072E1285P1051000617              11 1 3 6007300000102080024024100470023
0072E1286P1061000741              11 2 6 2005900000001990016039400540019
0072E1287P0980000550              11 1 3 6008500100002340022015600330019
0072E1288P0935000609              11 4 6 1003600000102080023028000500011
0072E1289P0930000586              13 3 3 4009200000002820025014200340011
0072E1290P1298000930              11 1 1 6009200000002100023048200820041
0072E1291P1142000598              11 3 3 6011200100102100019018500500020
0072E1292P0909000619              12 4 5 1006400000202370015024700450009
0072E1293P0675000430              11 2 6 2003400000001780012017000250011
0072E1294P0873000551              13 5 7 4006000000001890015023900380010
0072E1295P0000000000              13 3 7 5000000000000000000000000000000
0064RDistrict Court Judge, 3rd District, TownT   2 0178013486201
0044CKERR, KAREN              DEM 03282416A 
0044CKERR, KAREN              REP 02936116B 
0044CKERR, KAREN              CON 00510316C 
0044CKERR, KAREN              WOR 00128516D 
0044CKERR, KAREN              IND 00221316E 
0072E2001P0837000596              351018  007200000001420335003000020015
0072E2002P0935000607              351018  008600000102020262003700020017
0072E2003P0941000693              351018  010300000002690231005000200020
0072E2004P0774000563              351018  008600000102290185004000080014
0072E2005P0500000376              351018  005800000001770113001800030007
0072E2006P0835000609              351018  008100000003300124003400240016
0072E2007P0450000315              351018  004800000001550068002200090013
0072E2008P0994000685              351218  011300000002280259004300170025
0072E2009P0949000623              351018  013200000103690085001800100008
0072E2010P0846000558              351018  007700000102940131001900210015
0072E2011P0646000368              351017  006800000002150055001300120005
0072E2012P0441000290              351017  004600000101260085001400060012
0072E2013P0736000532              351218  009900000101770195004000050015
0072E2014P1227000865              351216  013800000003380312004600100021
0072E2015P0585000415              351218  006400000201570146002100120013
0072E2016P1156000843              351218  013400000003510262004600150035
0072E2017P1016000740              351213  011300000302810263005000070023
0072E2018P0711000528              321213  010300000102000175003200040013
0072E2019P0839000549              321218  008200000102020176005900120017
0072E2020P0892000606              351218  010100000201900252003900030019
0072E2021P0758000518              321216  007600000002050195002800040010
0072E2022P1017000652              351017  009900000302290250004900060016
0072E2023P0726000516              351017  008500000102070158004000140011
0072E2024P0616000466              351218  008400000101890141003500030013
0072E2025P0674000452              351018  006800000002090127002100090018
0072E2026P0520000302              351018  005600000002020031000500040004
0072E2027P0705000419              351017  007000000001830114001600180018
0072E2028P0934000647              321016  010300000202530204005200140019
0072E2029P1039000618              351018  010900000103060153001800150016
0072E2030P0875000616              351018  011700000202380216002500070011
0072E2031P0965000675              351016  009900000002880217004600040021
0072E2032P0648000439              351018  006100000101510173004200030008
0072E2033P0628000428              351017  005600000001180203003600030012
0072E2034P0409000244              351017  003100000000860082001700140014
0072E2035P0767000545              321218  009600000101940184004100100019
0072E2036P0901000602              351016  007900000002370239003100060010
0072E2037P0735000525              351018  008500000201800218001600090015
0072E2038P0956000705              351218  012900000202630235004500060025
0072E2039P0868000586              321218  010900000101640220006100110020
0072E2040P1013000704              351218  011200000102390253005200180029
0072E2041P1969001497              321016  014600000007590496005300040039
0072E2042P0857000582              351017  009800000002250188003900170015
0072E2043P0920000662              351218  010400000002710214003800090026
0072E2044P0193000138              351216  002200000000560039001200030006
0072E2045P0861000567              351018  008300000001440300002200030015
0072E2046P0976000654              351018  010200000003500139002400190020
0072E2047P0465000349              351218  004500000001090146002800060015
0072E2048P0702000454              351017  006000000001380202004400010009
0072E2049P0684000488              351017  008500000001850163002800130014
0072E2050P0821000582              321213  012400000001780218003200070023
0072E2051P0813000588              351216  010500000002100225003800030007
0072E2052P0995000647              351016  009200000102200262006000050007
0072E2053P0820000577              351017  007800100002740159003400130018
0072E2054P0709000448              351017  006900000002820060001700140006
0072E2055P1035000729              351218  010700000002140323005800060021
0072E2056P0691000477              351017  006800000001890164003100120013
0072E2057P0508000333              321218  006300000001010131002200100006
0072E2058P0763000504              351017  008100000002010163003700120010
0072E2059P1142000719              351017  008000000004970099001700160010
0072E2060P1549001048              321213  017700000103820369007300140032
0072E2061P0587000433              351017  004900000101830151003100030015
0072E2062P0683000452              351017  007600000201720150003100080013
0072E2063P0185000127              351018  002100000000540038000800030003
0072E2064P0592000398              351018  004500000101350177002900030008
0072E2065P0650000474              351218  005400000102050144004000130017
0072E2066P0980000705              321218  012900000302480241005100090024
0072E2067P1093000698              321218  010900000002450255004700170025
0072E2068P1010000695              351218  012200000002190258006600110019
0072E2069P1133000746              351218  012300000203200255003000050011
0072E2070P0625000416              351017  007100000201940115001100130010
0072E2071P1023000607              351017  013200000203090104002500230012
0072E2072P0926000655              351017  010500000202350232004600130022
0072E2073P0539000380              351018  005600000101640125001900060009
0072E2074P1039000730              321213  012000000002210293005800090029
0072E2075P0787000495              321218  008700000201680171003800110018
0072E2076P1096000731              351016  011300000002410299005200100016
0072E2077P0835000544              351216  009500000001830193005000120011
0072E2078P1166000689              351016  011600000002830239003200030016
0072E2079P0517000355              351017  005500000001300117003200080013
0072E2080P0193000145              351218  002300000000540054000900020003
0072E2081P0955000687              351218  010500000002410262004500060028
0072E2082P0823000540              351016  008800000002020194003300110012
0072E2083P0700000491              351016  010100000001710173002900090008
0072E2084P0990000716              351216  013800000102340248005600110028
0072E2085P0240000158              351017  002900000101100009000200040003
0072E2086P0526000364              351213  007100000001030147002700020014
0072E2087P0672000463              351218  007500000101690155005100090003
0072E2088P0556000378              351017  006600000001340131003100090007
0072E2089P0260000197              351018  002700000000540101000900010005
0072E2090P0715000527              351218  009700000302210149003000090018
0072E2091P0910000603              351016  009200000102300231003000090010
0072E2092P0586000411              351017  008000000101910103002200060008
0072E2093P0663000496              351218  007300000002060138004400100025
0072E2094P0827000590              351017  009400000002590178003000150014
0072E2095P0542000371              351216  006200000001380129002700050010
0072E2096P0650000425              351017  007500000001680143002200090008
0072E2097P0992000674              351218  012500000001990264005200100024
0072E2098P1256000855              351016  013700000103220356002900040006
0072E2099P0674000469              351218  008500000001760164002400080012
0072E2100P1111000742              321216  012900000102800279003600070010
0072E2101P1583001061              351017  017000000104580368004200070015
0072E2102P1166000775              351016  012000000202850291005700060014
0072E2103P0854000557              351218  008700000002030209003500060017
0072E2104P0738000479              351018  007600000002350127001400150012
0072E2105P0327000212              351016  003600000000850069001400000008
0072E2106P0529000356              351218  007700000001150125002600030010
0072E2107P1035000707              321016  013100000102960205003800120024
0072E2108P0883000603              351216  010300000102030234004000110011
0072E2109P1330000899              321017  016200000104550236002600050014
0072E2110P0723000529              351018  009300000101620211004300050014
0072E2111P0515000360              351218  005500000001300131002100060017
0072E2112P1536001033              351016  018000100003610389005900140029
0072E2113P0937000695              351218  013000000001970269006000130026
0072E2114P1111000724              321016  012500000303530165004200200016
0072E2115P0355000211              321218  003100000000800075001600020007
0072E2116P0615000421              351218  005200000101330176004000070012
0072E2117P0604000387              351218  007500000001270145002400070009
0072E2118P0666000401              321216  006600000001480139003200050011
0072E2119P1103000718              351018  010100000002130345004000040015
0072E2120P0798000597              321216  008400000002480216002400060019
0072E2121P0718000509              351017  008700000002230158002300100008
0072E2122P0763000567              321218  008200000001730233004700120020
0072E2123P1072000680              351017  009000000103520177003800100012
0072E2124P0849000604              351218  010600000101880260003200040013
0072E2125P1328000868              321016  012400000103650317003100080022
0072E2126P0662000467              351218  007000100001680180003000050013
0072E2127P0892000625              351213  008000000001970270004500050028
0072E2128P0829000597              351018  009000000202080240003400050018
0072E2129P0776000572              351218  009500000101870222004300110013
0072E2130P0713000523              321218  011400000001760163004000060024
0072E2131P0714000479              351216  007700000001480200004100050008
0072E2132P0514000344              351016  005200000101360123001500030014
0072E2133P0605000428              321016  006800000102050131001500020006
0072E2134P0906000577              351016  011300000102300193002300060011
0072E2135P0931000555              351016  007600000302100210004200050009
0072E2136P0871000553              321216  010200100101990202002800050015
0072E2137P0716000467              321016  006800000002070144002300100015
0072E2138P1018000612              321017  009900000102830187002500040013
0072E2139P0651000441              351016  006600000101830169001400010007
0072E2140P0947000691              351218  011000000002250282004000100024
0072E2141P0366000266              351216  003900000100790114002700030003
0072E2142P0504000376              321213  006500000001130167002000000011
0072E2143P0600000419              351017  005800000101510164002300100012
0072E2144P1547000965              321016  014600000103770346006200090024
0072E2145P0765000504              321017  007000000102340165001800040012
