county,precinct,office,district,party,candidate,vote
Suffolk,Brookhaven 029,State House,AD001,Dem,Fred Thiele,268
Suffolk,Brookhaven 029,State House,AD001,WF,Fred Thiele,38
Suffolk,Brookhaven 029,State House,AD001,Ind,Fred Thiele,44
Suffolk,Brookhaven 029,State House,AD001,Ind,writein,1
Suffolk,Brookhaven 030,State House,AD001,Dem,Fred Thiele,165
Suffolk,Brookhaven 030,State House,AD001,WF,Fred Thiele,27
Suffolk,Brookhaven 030,State House,AD001,Ind,Fred Thiele,25
Suffolk,Brookhaven 030,State House,AD001,Ind,writein,0
Suffolk,Brookhaven 031,State House,AD001,Dem,Fred Thiele,361
Suffolk,Brookhaven 031,State House,AD001,WF,Fred Thiele,73
Suffolk,Brookhaven 031,State House,AD001,Ind,Fred Thiele,54
Suffolk,Brookhaven 031,State House,AD001,Ind,writein,2
Suffolk,Brookhaven 032,State House,AD001,Dem,Fred Thiele,120
Suffolk,Brookhaven 032,State House,AD001,WF,Fred Thiele,30
Suffolk,Brookhaven 032,State House,AD001,Ind,Fred Thiele,30
Suffolk,Brookhaven 032,State House,AD001,Ind,writein,6
Suffolk,Brookhaven 039,State House,AD001,Dem,Fred Thiele,549
Suffolk,Brookhaven 039,State House,AD001,WF,Fred Thiele,95
Suffolk,Brookhaven 039,State House,AD001,Ind,Fred Thiele,65
Suffolk,Brookhaven 039,State House,AD001,Ind,writein,5
Suffolk,Brookhaven 072,State House,AD001,Dem,Fred Thiele,319
Suffolk,Brookhaven 072,State House,AD001,WF,Fred Thiele,62
Suffolk,Brookhaven 072,State House,AD001,Ind,Fred Thiele,36
Suffolk,Brookhaven 072,State House,AD001,Ind,writein,2
Suffolk,Brookhaven 073,State House,AD001,Dem,Fred Thiele,494
Suffolk,Brookhaven 073,State House,AD001,WF,Fred Thiele,101
Suffolk,Brookhaven 073,State House,AD001,Ind,Fred Thiele,66
Suffolk,Brookhaven 073,State House,AD001,Ind,writein,2
Suffolk,Brookhaven 104,State House,AD001,Dem,Fred Thiele,370
Suffolk,Brookhaven 104,State House,AD001,WF,Fred Thiele,75
Suffolk,Brookhaven 104,State House,AD001,Ind,Fred Thiele,41
Suffolk,Brookhaven 104,State House,AD001,Ind,writein,0
Suffolk,Brookhaven 151,State House,AD001,Dem,Fred Thiele,302
Suffolk,Brookhaven 151,State House,AD001,WF,Fred Thiele,54
Suffolk,Brookhaven 151,State House,AD001,Ind,Fred Thiele,60
Suffolk,Brookhaven 151,State House,AD001,Ind,writein,1
Suffolk,Brookhaven 154,State House,AD001,Dem,Fred Thiele,269
Suffolk,Brookhaven 154,State House,AD001,WF,Fred Thiele,57
Suffolk,Brookhaven 154,State House,AD001,Ind,Fred Thiele,47
Suffolk,Brookhaven 154,State House,AD001,Ind,writein,1
Suffolk,Brookhaven 160,State House,AD001,Dem,Fred Thiele,297
Suffolk,Brookhaven 160,State House,AD001,WF,Fred Thiele,55
Suffolk,Brookhaven 160,State House,AD001,Ind,Fred Thiele,34
Suffolk,Brookhaven 160,State House,AD001,Ind,writein,1
Suffolk,Brookhaven 184,State House,AD001,Dem,Fred Thiele,227
Suffolk,Brookhaven 184,State House,AD001,WF,Fred Thiele,55
Suffolk,Brookhaven 184,State House,AD001,Ind,Fred Thiele,21
Suffolk,Brookhaven 184,State House,AD001,Ind,writein,2
Suffolk,Brookhaven 204,State House,AD001,Dem,Fred Thiele,221
Suffolk,Brookhaven 204,State House,AD001,WF,Fred Thiele,56
Suffolk,Brookhaven 204,State House,AD001,Ind,Fred Thiele,28
Suffolk,Brookhaven 204,State House,AD001,Ind,writein,1
Suffolk,Brookhaven 207,State House,AD001,Dem,Fred Thiele,276
Suffolk,Brookhaven 207,State House,AD001,WF,Fred Thiele,63
Suffolk,Brookhaven 207,State House,AD001,Ind,Fred Thiele,26
Suffolk,Brookhaven 207,State House,AD001,Ind,writein,0
Suffolk,Brookhaven 208,State House,AD001,Dem,Fred Thiele,380
Suffolk,Brookhaven 208,State House,AD001,WF,Fred Thiele,63
Suffolk,Brookhaven 208,State House,AD001,Ind,Fred Thiele,33
Suffolk,Brookhaven 208,State House,AD001,Ind,writein,0
Suffolk,Brookhaven 215,State House,AD001,Dem,Fred Thiele,190
Suffolk,Brookhaven 215,State House,AD001,WF,Fred Thiele,43
Suffolk,Brookhaven 215,State House,AD001,Ind,Fred Thiele,26
Suffolk,Brookhaven 215,State House,AD001,Ind,writein,4
