Wayne County Board of Elections Official Canvas by position,General Election on 11/4/2014,([cTown]=13),,,,,,,,,,,,,
Combo128,Text95,cPos,Text124,cLName,cboxParty,cboxTown,town,cDist,cVoteCount,cEmergencyCount,Text91,Text76,cBlanksVoidsCount,TotRow,
,,,,PROP TWO YES,NO PARTY,5,Lyons,1,149,0,9,,0,158,
,,,,PROP TWO YES,NO PARTY,5,Lyons,2,124,0,9,,0,133,
,,,,PROP TWO YES,NO PARTY,5,Lyons,3,152,0,11,,0,163,
,,,,PROP TWO YES,NO PARTY,5,Lyons,4,169,0,5,,0,174,
,,,,PROP TWO YES,NO PARTY,5,Lyons,5,128,0,7,,0,135,
,,,,,,,,,722,0,41,,0,Text105:,763
,,,,PROP TWO YES,NO PARTY,6,Macedon,1,297,0,15,,0,312,
,,,,PROP TWO YES,NO PARTY,6,Macedon,2,438,0,10,,0,448,
,,,,PROP TWO YES,NO PARTY,6,Macedon,3,388,0,23,,0,411,
,,,,PROP TWO YES,NO PARTY,6,Macedon,4,287,0,5,,0,292,
,,,,PROP TWO YES,NO PARTY,6,Macedon,5,304,0,12,,0,316,
,,,,,,,,,1714,0,65,,0,Text105:,1779
,,,,PROP TWO YES,NO PARTY,7,Marion,1,211,0,5,,0,216,
,,,,PROP TWO YES,NO PARTY,7,Marion,2,191,0,6,,0,197,
,,,,PROP TWO YES,NO PARTY,7,Marion,3,219,0,9,,0,228,
,,,,PROP TWO YES,NO PARTY,7,Marion,4,218,0,6,,0,224,
,,,,,,,,,839,0,26,,0,Text105:,865
,,,,PROP TWO YES,NO PARTY,8,Ontario,1,290,0,8,,0,298,
,,,,PROP TWO YES,NO PARTY,8,Ontario,2,465,0,10,,0,475,
,,,,PROP TWO YES,NO PARTY,8,Ontario,3,450,0,16,,0,466,
,,,,PROP TWO YES,NO PARTY,8,Ontario,4,188,0,6,,0,194,
,,,,PROP TWO YES,NO PARTY,8,Ontario,5,241,0,10,,0,251,
,,,,PROP TWO YES,NO PARTY,8,Ontario,6,421,0,18,,0,439,
,,,,,,,,,2055,0,68,,0,Text105:,2123
,,,,PROP TWO YES,NO PARTY,9,Palmyra,1,215,0,12,,0,227,
,,,,PROP TWO YES,NO PARTY,9,Palmyra,2,211,0,10,,0,221,
,,,,PROP TWO YES,NO PARTY,9,Palmyra,3,169,0,8,,0,177,
,,,,PROP TWO YES,NO PARTY,9,Palmyra,4,283,0,11,,0,294,
,,,,PROP TWO YES,NO PARTY,9,Palmyra,5,252,0,9,,0,261,
,,,,PROP TWO YES,NO PARTY,9,Palmyra,6,205,0,11,,0,216,
,,,,,,,,,1335,0,61,,0,Text105:,1396
,,,,PROP TWO YES,NO PARTY,10,Rose,1,179,0,8,,0,187,
,,,,PROP TWO YES,NO PARTY,10,Rose,2,191,0,13,,0,204,
,,,,,,,,,370,0,21,,0,Text105:,391
,,,,PROP TWO YES,NO PARTY,11,Savannah,1,101,0,5,,0,106,
,,,,PROP TWO YES,NO PARTY,11,Savannah,2,131,0,9,,0,140,
,,,,,,,,,232,0,14,,0,Text105:,246
,,,,PROP TWO YES,NO PARTY,12,Sodus,1,212,0,24,,0,236,
,,,,PROP TWO YES,NO PARTY,12,Sodus,2,204,0,13,,0,217,
,,,,PROP TWO YES,NO PARTY,12,Sodus,3,206,0,11,,0,217,
,,,,PROP TWO YES,NO PARTY,12,Sodus,4,215,0,12,,0,227,
,,,,PROP TWO YES,NO PARTY,12,Sodus,5,203,0,12,,0,215,
,,,,PROP TWO YES,NO PARTY,12,Sodus,6,251,0,14,,0,265,
,,,,,,,,,1291,0,86,,0,Text105:,1377
,,,,PROP TWO YES,NO PARTY,13,Walworth,1,300,0,9,,0,309,
,,,,PROP TWO YES,NO PARTY,13,Walworth,2,662,0,16,,0,678,
,,,,PROP TWO YES,NO PARTY,13,Walworth,3,395,0,8,,0,403,
,,,,PROP TWO YES,NO PARTY,13,Walworth,4,310,0,14,,0,324,
,,,,PROP TWO YES,NO PARTY,13,Walworth,5,289,0,25,,0,314,
,,,,,,,,,1956,0,72,,0,Text105:,2028
,,,,PROP TWO YES,NO PARTY,14,Williamson,1,193,0,7,,0,200,
,,,,PROP TWO YES,NO PARTY,14,Williamson,2,353,0,13,,0,366,
,,,,PROP TWO YES,NO PARTY,14,Williamson,3,396,0,11,,0,407,
,,,,PROP TWO YES,NO PARTY,14,Williamson,4,172,26,10,,0,208,
,,,,PROP TWO YES,NO PARTY,14,Williamson,5,306,0,12,,0,318,
,,,,,,,,,1420,26,53,,0,Text105:,1499
,,,,PROP TWO YES,NO PARTY,15,Wolcott,1,131,0,12,,0,143,
,,,,PROP TWO YES,NO PARTY,15,Wolcott,2,76,0,1,,0,77,
,,,,PROP TWO YES,NO PARTY,15,Wolcott,3,163,0,6,,0,169,
,,,,PROP TWO YES,NO PARTY,15,Wolcott,4,193,0,12,,0,205,
,,,,,,,,,563,0,31,,0,Text105:,594
,,,,,,,,,,,,,,Text81:,16700
,,B17,PROP TWO   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,1,127,0,1,,0,128,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,2,123,0,5,,0,128,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,3,50,0,5,,0,55,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,4,65,0,10,,0,75,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,5,68,0,2,,0,70,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,6,72,0,10,,0,82,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,7,46,0,6,,0,52,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,8,30,0,2,,0,32,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,9,56,0,3,,0,59,
,,,,PROP TWO NO,NO PARTY,1,Arcadia,10,84,0,4,,0,88,
,,,,,,,,,721,0,48,,0,Text105:,769
,,,,PROP TWO NO,NO PARTY,2,Butler,1,139,0,1,,0,140,
,,,,,,,,,139,0,1,,0,Text105:,140
,,,,PROP TWO NO,NO PARTY,3,Galen,1,63,0,4,,0,67,
,,,,PROP TWO NO,NO PARTY,3,Galen,2,62,0,1,,0,63,
,,,,PROP TWO NO,NO PARTY,3,Galen,3,71,0,10,,0,81,
,,,,PROP TWO NO,NO PARTY,3,Galen,4,45,0,1,,0,46,
,,,,,,,,,241,0,16,,0,Text105:,257
,,,,PROP TWO NO,NO PARTY,4,Huron,1,68,0,4,,0,72,
,,,,PROP TWO NO,NO PARTY,4,Huron,2,102,0,2,,0,104,
,,,,,,,,,170,0,6,,0,Text105:,176
,,,,PROP TWO NO,NO PARTY,5,Lyons,1,62,0,7,,0,69,
,,,,PROP TWO NO,NO PARTY,5,Lyons,2,50,0,3,,0,53,
,,,,PROP TWO NO,NO PARTY,5,Lyons,3,59,0,3,,0,62,
,,,,PROP TWO NO,NO PARTY,5,Lyons,4,54,0,5,,0,59,
,,,,PROP TWO NO,NO PARTY,5,Lyons,5,61,0,3,,0,64,
,,,,,,,,,286,0,21,,0,Text105:,307
,,,,PROP TWO NO,NO PARTY,6,Macedon,1,99,0,7,,0,106,
,,,,PROP TWO NO,NO PARTY,6,Macedon,2,171,0,4,,0,175,
,,,,PROP TWO NO,NO PARTY,6,Macedon,3,132,0,11,,0,143,
,,,,PROP TWO NO,NO PARTY,6,Macedon,4,88,0,10,,0,98,
,,,,PROP TWO NO,NO PARTY,6,Macedon,5,88,0,5,,0,93,
,,,,,,,,,578,0,37,,0,Text105:,615
,,,,PROP TWO NO,NO PARTY,7,Marion,1,89,0,1,,0,90,
,,,,PROP TWO NO,NO PARTY,7,Marion,2,81,0,4,,0,85,
,,,,PROP TWO NO,NO PARTY,7,Marion,3,104,0,5,,0,109,
,,,,PROP TWO NO,NO PARTY,7,Marion,4,98,0,5,,0,103,
,,,,,,,,,372,0,15,,0,Text105:,387
,,,,PROP TWO NO,NO PARTY,8,Ontario,1,114,0,10,,0,124,
,,,,PROP TWO NO,NO PARTY,8,Ontario,2,164,0,7,,0,171,
,,,,PROP TWO NO,NO PARTY,8,Ontario,3,152,0,6,,0,158,
,,,,PROP TWO NO,NO PARTY,8,Ontario,4,92,0,4,,0,96,
,,,,PROP TWO NO,NO PARTY,8,Ontario,5,119,0,3,,0,122,
,,,,PROP TWO NO,NO PARTY,8,Ontario,6,182,0,13,,0,195,
,,,,,,,,,823,0,43,,0,Text105:,866
,,,,PROP TWO NO,NO PARTY,9,Palmyra,1,61,0,1,,0,62,
,,,,PROP TWO NO,NO PARTY,9,Palmyra,2,71,0,6,,0,77,
,,,,PROP TWO NO,NO PARTY,9,Palmyra,3,61,0,3,,0,64,
,,,,PROP TWO NO,NO PARTY,9,Palmyra,4,80,0,3,,0,83,
,,,,PROP TWO NO,NO PARTY,9,Palmyra,5,107,0,8,,0,115,
,,,,PROP TWO NO,NO PARTY,9,Palmyra,6,80,0,5,,0,85,
,,,,,,,,,460,0,26,,0,Text105:,486
,,,,PROP TWO NO,NO PARTY,10,Rose,1,82,0,8,,0,90,
,,,,PROP TWO NO,NO PARTY,10,Rose,2,113,0,4,,0,117,
,,,,,,,,,195,0,12,,0,Text105:,207
,,,,PROP TWO NO,NO PARTY,11,Savannah,1,58,0,9,,0,67,
,,,,PROP TWO NO,NO PARTY,11,Savannah,2,63,0,4,,0,67,
,,,,,,,,,121,0,13,,0,Text105:,134
,,,,PROP TWO NO,NO PARTY,12,Sodus,1,63,0,5,,0,68,
,,,,PROP TWO NO,NO PARTY,12,Sodus,2,82,0,2,,0,84,
,,,,PROP TWO NO,NO PARTY,12,Sodus,3,71,0,9,,0,80,
,,,,PROP TWO NO,NO PARTY,12,Sodus,4,112,0,5,,0,117,
,,,,PROP TWO NO,NO PARTY,12,Sodus,5,68,0,5,,0,73,
,,,,PROP TWO NO,NO PARTY,12,Sodus,6,96,0,7,,0,103,
,,,,,,,,,492,0,33,,0,Text105:,525
,,,,PROP TWO NO,NO PARTY,13,Walworth,1,122,0,3,,0,125,
,,,,PROP TWO NO,NO PARTY,13,Walworth,2,201,0,7,,0,208,
,,,,PROP TWO NO,NO PARTY,13,Walworth,3,159,0,6,,0,165,
,,,,PROP TWO NO,NO PARTY,13,Walworth,4,98,0,0,,0,98,
,,,,PROP TWO NO,NO PARTY,13,Walworth,5,113,0,8,,0,121,
,,,,,,,,,693,0,24,,0,Text105:,717
,,,,PROP TWO NO,NO PARTY,14,Williamson,1,58,0,2,,0,60,
,,,,PROP TWO NO,NO PARTY,14,Williamson,2,127,0,4,,0,131,
,,,,PROP TWO NO,NO PARTY,14,Williamson,3,163,0,6,,0,169,
,,,,PROP TWO NO,NO PARTY,14,Williamson,4,62,7,0,,0,69,
,,,,PROP TWO NO,NO PARTY,14,Williamson,5,138,0,7,,0,145,
,,,,,,,,,548,7,19,,0,Text105:,574
,,,,PROP TWO NO,NO PARTY,15,Wolcott,1,50,0,4,,0,54,
,,,,PROP TWO NO,NO PARTY,15,Wolcott,2,33,0,0,,0,33,
,,,,PROP TWO NO,NO PARTY,15,Wolcott,3,66,0,7,,0,73,
,,,,PROP TWO NO,NO PARTY,15,Wolcott,4,81,0,6,,0,87,
,,,,,,,,,230,0,17,,0,Text105:,247
,,,,,,,,,,,,,,Text81:,6407
,,C17,PROP TWO   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,PROP TWO,NO PARTY,1,Arcadia,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,4,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,5,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,6,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,7,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,8,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,9,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,1,Arcadia,10,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,2,Butler,1,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,3,Galen,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,3,Galen,2,1,0,0,,0,1,
,,,,PROP TWO,NO PARTY,3,Galen,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,3,Galen,4,0,0,0,,0,0,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,PROP TWO,NO PARTY,4,Huron,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,4,Huron,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,5,Lyons,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,5,Lyons,2,0,0,1,,0,1,
,,,,PROP TWO,NO PARTY,5,Lyons,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,5,Lyons,4,0,0,1,,0,1,
,,,,PROP TWO,NO PARTY,5,Lyons,5,0,0,0,,0,0,
,,,,,,,,,0,0,2,,0,Text105:,2
,,,,PROP TWO,NO PARTY,6,Macedon,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,6,Macedon,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,6,Macedon,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,6,Macedon,4,1,0,0,,0,1,
,,,,PROP TWO,NO PARTY,6,Macedon,5,0,0,0,,0,0,
,,,,,,,,,1,0,0,,0,Text105:,1
,,,,PROP TWO,NO PARTY,7,Marion,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,7,Marion,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,7,Marion,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,7,Marion,4,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,8,Ontario,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,8,Ontario,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,8,Ontario,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,8,Ontario,4,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,8,Ontario,5,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,8,Ontario,6,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,9,Palmyra,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,9,Palmyra,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,9,Palmyra,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,9,Palmyra,4,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,9,Palmyra,5,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,9,Palmyra,6,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,10,Rose,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,10,Rose,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,11,Savannah,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,11,Savannah,2,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,12,Sodus,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,12,Sodus,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,12,Sodus,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,12,Sodus,4,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,12,Sodus,5,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,12,Sodus,6,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,13,Walworth,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,13,Walworth,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,13,Walworth,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,13,Walworth,4,0,0,1,,0,1,
,,,,PROP TWO,NO PARTY,13,Walworth,5,0,0,0,,0,0,
,,,,,,,,,0,0,1,,0,Text105:,1
,,,,PROP TWO,NO PARTY,14,Williamson,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,14,Williamson,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,14,Williamson,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,14,Williamson,4,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,14,Williamson,5,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,PROP TWO,NO PARTY,15,Wolcott,1,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,15,Wolcott,2,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,15,Wolcott,3,0,0,0,,0,0,
,,,,PROP TWO,NO PARTY,15,Wolcott,4,0,0,0,,0,0,
,,,,,,,,,0,0,0,,0,Text105:,0
,,,,,,,,,,,,,,Text81:,5
,,D17,PROP TWO   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,PROP TWO,NO PARTY,1,Arcadia,1,43,0,4,,0,47,
,,,,PROP TWO,NO PARTY,1,Arcadia,2,36,0,4,,0,40,
,,,,PROP TWO,NO PARTY,1,Arcadia,3,33,0,7,,0,40,
,,,,PROP TWO,NO PARTY,1,Arcadia,4,14,0,6,,0,20,
,,,,PROP TWO,NO PARTY,1,Arcadia,5,27,0,6,,0,33,
,,,,PROP TWO,NO PARTY,1,Arcadia,6,108,0,4,,0,112,
,,,,PROP TWO,NO PARTY,1,Arcadia,7,26,0,3,,0,29,
,,,,PROP TWO,NO PARTY,1,Arcadia,8,28,0,1,,0,29,
,,,,PROP TWO,NO PARTY,1,Arcadia,9,45,0,1,,0,46,
,,,,PROP TWO,NO PARTY,1,Arcadia,10,33,0,8,,0,41,
,,,,,,,,,393,0,44,,0,Text105:,437
,,,,PROP TWO,NO PARTY,2,Butler,1,52,0,10,,0,62,
,,,,,,,,,52,0,10,,0,Text105:,62
,,,,PROP TWO,NO PARTY,3,Galen,1,21,0,3,,0,24,
,,,,PROP TWO,NO PARTY,3,Galen,2,21,0,2,,0,23,
,,,,PROP TWO,NO PARTY,3,Galen,3,29,0,1,,0,30,
,,,,PROP TWO,NO PARTY,3,Galen,4,24,0,2,,0,26,
,,,,,,,,,95,0,8,,0,Text105:,103
,,,,PROP TWO,NO PARTY,4,Huron,1,18,0,1,,0,19,
,,,,PROP TWO,NO PARTY,4,Huron,2,19,0,4,,0,23,
,,,,,,,,,37,0,5,,0,Text105:,42
,,,,PROP TWO,NO PARTY,5,Lyons,1,38,0,5,,0,43,
,,,,PROP TWO,NO PARTY,5,Lyons,2,18,0,5,,0,23,
,,,,PROP TWO,NO PARTY,5,Lyons,3,36,0,3,,0,39,
,,,,PROP TWO,NO PARTY,5,Lyons,4,30,0,2,,0,32,
,,,,PROP TWO,NO PARTY,5,Lyons,5,24,0,3,,0,27,
,,,,,,,,,146,0,18,,0,Text105:,164
,,,,PROP TWO,NO PARTY,6,Macedon,1,37,0,4,,0,41,
,,,,PROP TWO,NO PARTY,6,Macedon,2,60,0,1,,0,61,
,,,,PROP TWO,NO PARTY,6,Macedon,3,49,0,6,,0,55,
,,,,PROP TWO,NO PARTY,6,Macedon,4,33,0,1,,0,34,
,,,,PROP TWO,NO PARTY,6,Macedon,5,42,0,3,,0,45,
,,,,,,,,,221,0,15,,0,Text105:,236
,,,,PROP TWO,NO PARTY,7,Marion,1,24,0,3,,0,27,
,,,,PROP TWO,NO PARTY,7,Marion,2,41,0,2,,0,43,
,,,,PROP TWO,NO PARTY,7,Marion,3,53,0,0,,0,53,
,,,,PROP TWO,NO PARTY,7,Marion,4,35,0,1,,0,36,
,,,,,,,,,153,0,6,,0,Text105:,159
,,,,PROP TWO,NO PARTY,8,Ontario,1,42,0,1,,0,43,
,,,,PROP TWO,NO PARTY,8,Ontario,2,47,0,2,,0,49,
,,,,PROP TWO,NO PARTY,8,Ontario,3,40,0,4,,0,44,
,,,,PROP TWO,NO PARTY,8,Ontario,4,16,0,1,,0,17,
,,,,PROP TWO,NO PARTY,8,Ontario,5,36,0,2,,0,38,
,,,,PROP TWO,NO PARTY,8,Ontario,6,94,0,3,,0,97,
,,,,,,,,,275,0,13,,0,Text105:,288
,,,,PROP TWO,NO PARTY,9,Palmyra,1,16,0,1,,0,17,
,,,,PROP TWO,NO PARTY,9,Palmyra,2,32,0,2,,0,34,
,,,,PROP TWO,NO PARTY,9,Palmyra,3,28,0,0,,0,28,
,,,,PROP TWO,NO PARTY,9,Palmyra,4,24,0,2,,0,26,
,,,,PROP TWO,NO PARTY,9,Palmyra,5,40,0,0,,0,40,
,,,,PROP TWO,NO PARTY,9,Palmyra,6,20,0,0,,0,20,
,,,,,,,,,160,0,5,,0,Text105:,165
,,,,PROP TWO,NO PARTY,10,Rose,1,46,0,2,,0,48,
,,,,PROP TWO,NO PARTY,10,Rose,2,33,0,1,,0,34,
,,,,,,,,,79,0,3,,0,Text105:,82
,,,,PROP TWO,NO PARTY,11,Savannah,1,17,0,4,,0,21,
,,,,PROP TWO,NO PARTY,11,Savannah,2,22,0,1,,0,23,
,,,,,,,,,39,0,5,,0,Text105:,44
,,,,PROP TWO,NO PARTY,12,Sodus,1,32,0,2,,0,34,
,,,,PROP TWO,NO PARTY,12,Sodus,2,40,0,2,,0,42,
,,,,PROP TWO,NO PARTY,12,Sodus,3,16,0,1,,0,17,
,,,,PROP TWO,NO PARTY,12,Sodus,4,36,0,3,,0,39,
,,,,PROP TWO,NO PARTY,12,Sodus,5,18,0,2,,0,20,
,,,,PROP TWO,NO PARTY,12,Sodus,6,27,0,2,,0,29,
,,,,,,,,,169,0,12,,0,Text105:,181
,,,,PROP TWO,NO PARTY,13,Walworth,1,33,0,3,,0,36,
,,,,PROP TWO,NO PARTY,13,Walworth,2,53,0,5,,0,58,
,,,,PROP TWO,NO PARTY,13,Walworth,3,38,0,5,,0,43,
,,,,PROP TWO,NO PARTY,13,Walworth,4,38,0,0,,0,38,
,,,,PROP TWO,NO PARTY,13,Walworth,5,27,0,1,,0,28,
,,,,,,,,,189,0,14,,0,Text105:,203
,,,,PROP TWO,NO PARTY,14,Williamson,1,28,0,2,,0,30,
,,,,PROP TWO,NO PARTY,14,Williamson,2,35,0,3,,0,38,
,,,,PROP TWO,NO PARTY,14,Williamson,3,39,0,1,,0,40,
,,,,PROP TWO,NO PARTY,14,Williamson,4,58,14,3,,0,75,
,,,,PROP TWO,NO PARTY,14,Williamson,5,24,0,1,,0,25,
,,,,,,,,,184,14,10,,0,Text105:,208
,,,,PROP TWO,NO PARTY,15,Wolcott,1,32,0,0,,0,32,
,,,,PROP TWO,NO PARTY,15,Wolcott,2,5,0,0,,0,5,
,,,,PROP TWO,NO PARTY,15,Wolcott,3,35,0,3,,0,38,
,,,,PROP TWO,NO PARTY,15,Wolcott,4,18,0,7,,0,25,
,,,,,,,,,90,0,10,,0,Text105:,100
,,,,,,,,,,,,,,Text81:,2474
,18,,,,,,,,,,,,,,
,,A18,PROP THREE   * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,,,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,1,191,0,8,,0,199,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,2,206,0,13,,0,219,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,3,149,0,14,,0,163,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,4,131,0,18,,0,149,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,5,125,0,15,,0,140,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,6,189,0,18,,0,207,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,7,162,0,25,,0,187,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,8,87,0,7,,0,94,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,9,134,0,10,,0,144,
,,,,PROP THREE YES,NO PARTY,1,Arcadia,10,149,0,7,,0,156,
,,,,,,,,,1523,0,135,,0,Text105:,1658
,,,,PROP THREE YES,NO PARTY,2,Butler,1,161,0,11,,0,172,
,,,,,,,,,161,0,11,,0,Text105:,172
,,,,PROP THREE YES,NO PARTY,3,Galen,1,99,0,3,,0,102,
,,,,PROP THREE YES,NO PARTY,3,Galen,2,114,0,6,,0,120,
,,,,PROP THREE YES,NO PARTY,3,Galen,3,128,0,11,,0,139,
,,,,PROP THREE YES,NO PARTY,3,Galen,4,118,0,6,,0,124,
,,,,,,,,,459,0,26,,0,Text105:,485
,,,,PROP THREE YES,NO PARTY,4,Huron,1,103,0,7,,0,110,
,,,,PROP THREE YES,NO PARTY,4,Huron,2,143,0,4,,0,147,
,,,,,,,,,246,0,11,,0,Text105:,257
,,,,PROP THREE YES,NO PARTY,5,Lyons,1,90,0,8,,0,98,
,,,,PROP THREE YES,NO PARTY,5,Lyons,2,99,0,6,,0,105,
,,,,PROP THREE YES,NO PARTY,5,Lyons,3,120,0,8,,0,128,
,,,,PROP THREE YES,NO PARTY,5,Lyons,4,130,0,6,,0,136,
,,,,PROP THREE YES,NO PARTY,5,Lyons,5,86,0,3,,0,89,
,,,,,,,,,525,0,31,,0,Text105:,556
,,,,PROP THREE YES,NO PARTY,6,Macedon,1,195,0,8,,0,203,
,,,,PROP THREE YES,NO PARTY,6,Macedon,2,290,0,8,,0,298,
,,,,PROP THREE YES,NO PARTY,6,Macedon,3,234,0,9,,0,243,
,,,,PROP THREE YES,NO PARTY,6,Macedon,4,161,0,5,,0,166,
,,,,PROP THREE YES,NO PARTY,6,Macedon,5,193,0,6,,0,199,
,,,,,,,,,1073,0,36,,0,Text105:,1109
,,,,PROP THREE YES,NO PARTY,7,Marion,1,117,0,5,,0,122,
,,,,PROP THREE YES,NO PARTY,7,Marion,2,135,0,4,,0,139,
,,,,PROP THREE YES,NO PARTY,7,Marion,3,142,0,6,,0,148,
,,,,PROP THREE YES,NO PARTY,7,Marion,4,142,0,4,,0,146,
,,,,,,,,,536,0,19,,0,Text105:,555
,,,,PROP THREE YES,NO PARTY,8,Ontario,1,179,0,5,,0,184,
,,,,PROP THREE YES,NO PARTY,8,Ontario,2,265,0,10,,0,275,
,,,,PROP THREE YES,NO PARTY,8,Ontario,3,270,0,13,,0,283,
,,,,PROP THREE YES,NO PARTY,8,Ontario,4,127,0,4,,0,131,
,,,,PROP THREE YES,NO PARTY,8,Ontario,5,169,0,7,,0,176,
,,,,PROP THREE YES,NO PARTY,8,Ontario,6,250,0,17,,0,267,
,,,,,,,,,1260,0,56,,0,Text105:,1316
,,,,PROP THREE YES,NO PARTY,9,Palmyra,1,125,0,10,,0,135,
,,,,PROP THREE YES,NO PARTY,9,Palmyra,2,146,0,5,,0,151,
,,,,PROP THREE YES,NO PARTY,9,Palmyra,3,133,0,9,,0,142,
