"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",343
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",4
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",0
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",24
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",274
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",50
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",0
"23","043","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Women's Equality)",2
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",407
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",6
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",2
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",37
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",370
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",37
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",6
"23","068","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Women's Equality)",4
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",454
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",15
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",2
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",30
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",371
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",71
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",7
"23","069","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Women's Equality)",9
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",399
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",14
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",0
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",17
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",340
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",41
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",5
"28","001","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Women's Equality)",23
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",182
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",1
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",0
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",12
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",150
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",22
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",5
"37","041","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Women's Equality)",5
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Public Counter",463
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Manually Counted Emergency",0
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Absentee/Military",7
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Federal",1
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Special Presidential",0
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Affidavit",17
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Nydia M. Velazquez (Democratic)",342
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Republican)",81
"37","042","Queens","IN-PLAY","General Election 2016 - 11/08/2016",,"Representative in Congress","07",1,"Allan E. Romaguera (Conservative)",9
