"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"73","001","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Public Counter",0
"73","001","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Emergency",2
"73","001","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Absentee/Military",0
"73","001","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Affidavit",0
"73","002","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Public Counter",0
"73","002","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Emergency",0
"73","002","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Absentee/Military",0
"73","002","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Affidavit",0
"73","003","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Public Counter",0
"73","003","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Emergency",0
"73","003","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Absentee/Military",0
"73","003","New York","COMBINED INTO 001/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Affidavit",0
"73","004","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Public Counter",0
"73","004","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Emergency",0
"73","004","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Absentee/Military",0
"73","004","New York","IN-PLAY","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Affidavit",0
"73","005","New York","COMBINED INTO 004/73","Primary Election 2016 - 09/13/2016","Women's Equality","Member of the Assembly","73",1,"Public Counter",0
