,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Public Counter",2,"Total Ballots",3,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",3,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Absentee / Military",1,"Total Ballots",3,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",3,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Federal",0,"Total Ballots",3,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",3,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Affidavit",0,"Total Ballots",3,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",3,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Joseph P. Addabbo Jr.",3,,,,,,,"Total Votes",3,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Albert Baldeo",0,,,,,,,"Total Votes",3,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Kings County","Japneet Singh",0,,,,,,,"Total Votes",3,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Public Counter","5,917","Total Ballots","7,628","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","7,628",,,"Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Absentee / Military","1,608","Total Ballots","7,628","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","7,628",,,"Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Federal",0,"Total Ballots","7,628","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","7,628",,,"Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Affidavit",103,"Total Ballots","7,628","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","7,628",,,"Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Joseph P. Addabbo Jr.","4,069",,,,,,,"Total Votes","7,577","Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election Congress & State Senate - 08/23/2022


Crossover - 
Democratic Party




Democratic State Senator


15th Senatorial District


Vote for 1","Queens County","Albert Baldeo","1,021",,,,,,,"Total Votes","7,577","Unrecorded",51,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, September 13, 2022.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
