election,contest,recap_csv_url,ed_csv_url,recap_pdf_url,ed_pdf_url,manual_pdf_url
"GENERAL - NOVEMBER 8, 2022",Citywide Governor/Lieutenant Governor Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000200000Citywide%20Governor%20Lieutenant%20Governor%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000200000Citywide%20Governor%20Lieutenant%20Governor%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000200000Citywide%20Governor%20Lieutenant%20Governor%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000200000Citywide%20Governor%20Lieutenant%20Governor%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Citywide State Comptroller Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000500000Citywide%20State%20Comptroller%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000500000Citywide%20State%20Comptroller%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000500000Citywide%20State%20Comptroller%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000500000Citywide%20State%20Comptroller%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Citywide Attorney General Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000600000Citywide%20Attorney%20General%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000600000Citywide%20Attorney%20General%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000600000Citywide%20Attorney%20General%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000600000Citywide%20Attorney%20General%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Citywide United States Senator Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000700000Citywide%20United%20States%20Senator%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000700000Citywide%20United%20States%20Senator%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000700000Citywide%20United%20States%20Senator%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00000700000Citywide%20United%20States%20Senator%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Representative in Congress 7th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800007Crossover%20Representative%20in%20Congress%207th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800007Crossover%20Representative%20in%20Congress%207th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800007Crossover%20Representative%20in%20Congress%207th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800007Crossover%20Representative%20in%20Congress%207th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Representative in Congress 10th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800010Crossover%20Representative%20in%20Congress%2010th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800010Crossover%20Representative%20in%20Congress%2010th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800010Crossover%20Representative%20in%20Congress%2010th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800010Crossover%20Representative%20in%20Congress%2010th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Representative in Congress 11th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800011Crossover%20Representative%20in%20Congress%2011th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800011Crossover%20Representative%20in%20Congress%2011th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800011Crossover%20Representative%20in%20Congress%2011th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800011Crossover%20Representative%20in%20Congress%2011th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Representative in Congress 13th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800013Crossover%20Representative%20in%20Congress%2013th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800013Crossover%20Representative%20in%20Congress%2013th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800013Crossover%20Representative%20in%20Congress%2013th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800013Crossover%20Representative%20in%20Congress%2013th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Representative in Congress 14th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800014Crossover%20Representative%20in%20Congress%2014th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800014Crossover%20Representative%20in%20Congress%2014th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800014Crossover%20Representative%20in%20Congress%2014th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001800014Crossover%20Representative%20in%20Congress%2014th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 11th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900011Crossover%20State%20Senator%2011th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900011Crossover%20State%20Senator%2011th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900011Crossover%20State%20Senator%2011th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900011Crossover%20State%20Senator%2011th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 12th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900012Crossover%20State%20Senator%2012th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900012Crossover%20State%20Senator%2012th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900012Crossover%20State%20Senator%2012th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900012Crossover%20State%20Senator%2012th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 15th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900015Crossover%20State%20Senator%2015th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900015Crossover%20State%20Senator%2015th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900015Crossover%20State%20Senator%2015th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900015Crossover%20State%20Senator%2015th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 18th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900018Crossover%20State%20Senator%2018th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900018Crossover%20State%20Senator%2018th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900018Crossover%20State%20Senator%2018th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900018Crossover%20State%20Senator%2018th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 19th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900019Crossover%20State%20Senator%2019th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900019Crossover%20State%20Senator%2019th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900019Crossover%20State%20Senator%2019th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900019Crossover%20State%20Senator%2019th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 23rd Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900023Crossover%20State%20Senator%2023rd%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900023Crossover%20State%20Senator%2023rd%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900023Crossover%20State%20Senator%2023rd%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900023Crossover%20State%20Senator%2023rd%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 26th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900026Crossover%20State%20Senator%2026th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900026Crossover%20State%20Senator%2026th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900026Crossover%20State%20Senator%2026th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900026Crossover%20State%20Senator%2026th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 29th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900029Crossover%20State%20Senator%2029th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900029Crossover%20State%20Senator%2029th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900029Crossover%20State%20Senator%2029th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900029Crossover%20State%20Senator%2029th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 31st Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900031Crossover%20State%20Senator%2031st%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900031Crossover%20State%20Senator%2031st%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900031Crossover%20State%20Senator%2031st%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900031Crossover%20State%20Senator%2031st%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover State Senator 59th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900059Crossover%20State%20Senator%2059th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900059Crossover%20State%20Senator%2059th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900059Crossover%20State%20Senator%2059th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00001900059Crossover%20State%20Senator%2059th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Member of the Assembly 61st Assembly District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000061Crossover%20Member%20of%20the%20Assembly%2061st%20Assembly%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000061Crossover%20Member%20of%20the%20Assembly%2061st%20Assembly%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000061Crossover%20Member%20of%20the%20Assembly%2061st%20Assembly%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000061Crossover%20Member%20of%20the%20Assembly%2061st%20Assembly%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Crossover Member of the Assembly 64th Assembly District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000064Crossover%20Member%20of%20the%20Assembly%2064th%20Assembly%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000064Crossover%20Member%20of%20the%20Assembly%2064th%20Assembly%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000064Crossover%20Member%20of%20the%20Assembly%2064th%20Assembly%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00002000064Crossover%20Member%20of%20the%20Assembly%2064th%20Assembly%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022","Citywide CLEAN WATER, CLEAN AIR, AND GREEN JOBS Environmental Bond Act of 2022 Citywide",https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050100000Citywide%20CLEAN%20WATER%2C%20CLEAN%20AIR%2C%20AND%20GREEN%20JOBS%20Environmental%20Bond%20Act%20of%202022%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050100000Citywide%20CLEAN%20WATER%2C%20CLEAN%20AIR%2C%20AND%20GREEN%20JOBS%20Environmental%20Bond%20Act%20of%202022%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050100000Citywide%20CLEAN%20WATER%2C%20CLEAN%20AIR%2C%20AND%20GREEN%20JOBS%20Environmental%20Bond%20Act%20of%202022%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050100000Citywide%20CLEAN%20WATER%2C%20CLEAN%20AIR%2C%20AND%20GREEN%20JOBS%20Environmental%20Bond%20Act%20of%202022%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Citywide Add a Statement of Values to Guide Government Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050200000Citywide%20Add%20a%20Statement%20of%20Values%20to%20Guide%20Government%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050200000Citywide%20Add%20a%20Statement%20of%20Values%20to%20Guide%20Government%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050200000Citywide%20Add%20a%20Statement%20of%20Values%20to%20Guide%20Government%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050200000Citywide%20Add%20a%20Statement%20of%20Values%20to%20Guide%20Government%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022","Citywide Establish a Racial Equity Office, Plan, and Commission Citywide",https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050300000Citywide%20Establish%20a%20Racial%20Equity%20Office%2C%20Plan%2C%20and%20Commission%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050300000Citywide%20Establish%20a%20Racial%20Equity%20Office%2C%20Plan%2C%20and%20Commission%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050300000Citywide%20Establish%20a%20Racial%20Equity%20Office%2C%20Plan%2C%20and%20Commission%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050300000Citywide%20Establish%20a%20Racial%20Equity%20Office%2C%20Plan%2C%20and%20Commission%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",Citywide Measure the True Cost of Living Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050400000Citywide%20Measure%20the%20True%20Cost%20of%20Living%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050400000Citywide%20Measure%20the%20True%20Cost%20of%20Living%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050400000Citywide%20Measure%20the%20True%20Cost%20of%20Living%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00050400000Citywide%20Measure%20the%20True%20Cost%20of%20Living%20Citywide%20EDLevel.pdf,
