election,contest,recap_csv_url,ed_csv_url,recap_pdf_url,ed_pdf_url,manual_pdf_url
"GENERAL - NOVEMBER 8, 2022",New York Governor/Lieutenant Governor Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100200000New%20York%20Governor%20Lieutenant%20Governor%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100200000New%20York%20Governor%20Lieutenant%20Governor%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100200000New%20York%20Governor%20Lieutenant%20Governor%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100200000New%20York%20Governor%20Lieutenant%20Governor%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York State Comptroller Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100500000New%20York%20State%20Comptroller%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100500000New%20York%20State%20Comptroller%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100500000New%20York%20State%20Comptroller%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100500000New%20York%20State%20Comptroller%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Attorney General Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100600000New%20York%20Attorney%20General%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100600000New%20York%20Attorney%20General%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100600000New%20York%20Attorney%20General%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100600000New%20York%20Attorney%20General%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York United States Senator Citywide,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100700000New%20York%20United%20States%20Senator%20Citywide%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100700000New%20York%20United%20States%20Senator%20Citywide%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100700000New%20York%20United%20States%20Senator%20Citywide%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00100700000New%20York%20United%20States%20Senator%20Citywide%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Surrogate New York,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101500010New%20York%20Surrogate%20New%20York%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101500010New%20York%20Surrogate%20New%20York%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101500010New%20York%20Surrogate%20New%20York%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101500010New%20York%20Surrogate%20New%20York%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Justice of the Supreme Court 1st Judicial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101600001New%20York%20Justice%20of%20the%20Supreme%20Court%201st%20Judicial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101600001New%20York%20Justice%20of%20the%20Supreme%20Court%201st%20Judicial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101600001New%20York%20Justice%20of%20the%20Supreme%20Court%201st%20Judicial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101600001New%20York%20Justice%20of%20the%20Supreme%20Court%201st%20Judicial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Judge of the Civil Court - County New York,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101700010New%20York%20Judge%20of%20the%20Civil%20Court%20-%20County%20New%20York%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101700010New%20York%20Judge%20of%20the%20Civil%20Court%20-%20County%20New%20York%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101700010New%20York%20Judge%20of%20the%20Civil%20Court%20-%20County%20New%20York%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101700010New%20York%20Judge%20of%20the%20Civil%20Court%20-%20County%20New%20York%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Representative in Congress 10th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800010New%20York%20Representative%20in%20Congress%2010th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800010New%20York%20Representative%20in%20Congress%2010th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800010New%20York%20Representative%20in%20Congress%2010th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800010New%20York%20Representative%20in%20Congress%2010th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Representative in Congress 12th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800012New%20York%20Representative%20in%20Congress%2012th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800012New%20York%20Representative%20in%20Congress%2012th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800012New%20York%20Representative%20in%20Congress%2012th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800012New%20York%20Representative%20in%20Congress%2012th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York Representative in Congress 13th Congressional District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800013New%20York%20Representative%20in%20Congress%2013th%20Congressional%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800013New%20York%20Representative%20in%20Congress%2013th%20Congressional%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800013New%20York%20Representative%20in%20Congress%2013th%20Congressional%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101800013New%20York%20Representative%20in%20Congress%2013th%20Congressional%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York State Senator 26th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900026New%20York%20State%20Senator%2026th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900026New%20York%20State%20Senator%2026th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900026New%20York%20State%20Senator%2026th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900026New%20York%20State%20Senator%2026th%20Senatorial%20District%20EDLevel.pdf,
"GENERAL - NOVEMBER 8, 2022",New York State Senator 27th Senatorial District,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900027New%20York%20State%20Senator%2027th%20Senatorial%20District%20Recap.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900027New%20York%20State%20Senator%2027th%20Senatorial%20District%20EDLevel.csv,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900027New%20York%20State%20Senator%2027th%20Senatorial%20District%20Recap.pdf,https://www.vote.nyc/sites/default/files/pdf/election_results/2022/20221108General%20Election/00101900027New%20York%20State%20Senator%2027th%20Senatorial%20District%20EDLevel.pdf,
