,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Public Counter",4,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Manually Counted Emergency",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Absentee / Military",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Federal",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Affidavit",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Assembly District 61","Charles D. Fall (Democratic)",4,,,,,,,"Total Votes",4,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Total for Member of the Assembly (61st Assembly District) - Kings County","Public Counter",4,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Total for Member of the Assembly (61st Assembly District) - Kings County","Manually Counted Emergency",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Total for Member of the Assembly (61st Assembly District) - Kings County","Absentee / Military",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



General Election - 11/08/2022


Kings County
 - 
All Parties and Independent Bodies




Member of the Assembly


61st Assembly District


Vote for 1","Total for Member of the Assembly (61st Assembly District) - Kings County","Federal",0,"Total Ballots",4,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",4,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Friday, December 2, 2022.","Secretary","Chairman","Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
