0177I Following is a set of records pertinent to the Presidential Primary held on Tuesday, April 24, 2012, originated at Suffolk County Board of Elections on July 3, 2012 at 1:13 PM
0064RPresident of The United States          U     1047030102801
0044CGINGRICH, NEWT           REP 001908 1B 
0044CPAUL, RON                REP 002171 1A 
0044CROMNEY, MITT             REP 013084 1C 
0044CSANTORUM, RICK           REP 000852 1D 
0068E3013P0455000017              33 810  00-20000000002000300120002
0068E3014P0461000022              34 810  00-30000000002000200180003
0068E3015P0526000021              24 810  00-20000000002000200180001
0068E3016P0436000021              23 6 9  00-40000000001000100210002
0068E3017P0292000010              23 6 9  00-10000000004000000070000
0068E3018P0320000022              23 5 8  00-50000000003000100200003
0068E3019P0247000022              23 5 8  00-30000000002000100210001
0068E3020P0295000020              23 5 8  00-20000000001000500150001
0068E3021P0415000026              23 5 8  00-20000000002000500200001
0068E3022P0048000005              23 5 8  00000000000001000000040000
0068E3023P0247000018              23 5 8  00-20000000001000900100000
0068E3024P0335000030              23 5 8  00-20000000005000100210005
0068E3025P0573000030              23 5 8  00-40000000002000700240001
0068E3026P0450000024              34 811  00-30000000001000300180005
0068E3027P0200000007              24 610  00-10000000000000000070001
0068E3028P0392000024              34 810  00-30000000002000400210000
0068E3029P0142000003              24 611  00000000000000000100010001
0068E3030P0189000013              23 6 9  00000000000001000100100001
0068E3031P0487000022              34 811  0-120000000006000200240002
0068E3032P0222000012              24 811  00-10000000003000200070001
0068E3033P0090000000              23 6 9  00000000000000000000000000
0068E3034P0277000012              24 610  00000000000000000100110000
0068E3035P0194000014              34 810  00-20000000002000600080000
0068E3036P0100000005              23 6 9  00-50000000002000000050003
0068E3037P0458000026              23 5 8  00-30000000008000100180002
0068E3038P0316000026              23 5 8  00-30000000001000700210000
0068E3039P0338000020              23 5 8  00-50000000002000200200001
0068E3040P0311000013              33 810  00-10000000002000000120000
0068E3041P0132000018              24 811  00000000000001000100150001
0068E3042P0463000029              34 811  00000000000004000200220001
0068E3043P0253000022              34 811  00000000000001000200160003
0068E3044P0212000014              24 611  00000000000002000000110001
0068E3045P0270000016              24 5 8  00-10000000001000200130001
0068E3046P0085000004              23 612  00000000000000000200020000
0068E3047P0394000024              34 811  00000000000004000400150001
0068E3048P0476000024              24 811  00-30000000004000200190002
0068E3049P0392000036              23 810  00-10000000002000400280003
0068E3050P0289000010              24 810  00-10000000001000000090001
0068E3051P0210000015              23 6 9  00-10000000002000100110002
0068E3052P0421000021              24 5 8  00-20000000002000000160005
0068E3053P0368000031              23 5 8  00-30000000003000400260001
0068E3054P0263000007              23 510  00000000000000000000070000
0068E3055P0208000003              23 6 9  00000000000001000000020000
0068E3056P0265000011              24 811  00-10000000003000100080000
0068E3057P0374000015              34 811  00-10000000001000400100001
0068E3058P0471000036              34 811  00-20000000004000600240004
0068E3059P0123000002              23 6 9  00-40000000000000000040002
0068E3060P0094000004              23 6 9  00-10000000000000100020002
0068E3061P0452000027              23 5 8  00000000000001000700190000
0068E3062P0459000025              34 811  00-30000000006000100200001
0068E3063P0122000001              24 611  00-10000000000000000000002
0068E3064P0330000008              34 811  00000000000000000100060001
0068E3065P0365000024              24 810  00-20000000002000500180001
0068E3066P0330000017              34 811  00000000000001000000140002
0068E3067P0180000010              24 811  00-10000000006000300010001
0068E3068P0141000013              23 6 9  00-10010000003000200080000
0068E3069P0433000020              34 811  00-10000000003000700100001
0068E3070P0527000012              33 810  00-20000000000000400090001
0068E3071P0203000006              23 6 9  00000000000000000200030001
0068E3072P0154000005              24 611  00-10000000001000400010000
0068E3073P0140000001              24 610  00-10000000000000100010000
0068E3074P0205000017              34 810  00-10000000004000500090000
0068E3075P0125000002              23 6 9  00000000000000000100000001
0068E3076P0182000016              23 5 8  00000000000003000300100000
0068E3077P0252000014              23 6 9  00010000000001000500060001
0068E3078P0474000033              23 5 8  00-40000000007000400250001
0068E3079P0322000024              23 5 8  00-10000000003000100190002
0068E3080P0351000015              24 911  00-40000000004000100110003
0068E3081P0530000026              24 5 8  00-50000000004000500190003
0068E3082P0341000017              34 811  00-10000000002000100140001
0068E3083P0173000006              23 6 9  00-20000000000000000070001
0068E3084P0137000006              23 6 9  00-10000000001000000040002
0068E3085P0225000013              23 6 9  00-10000000000000200110001
0068E3086P0109000001              23 6 9  00-20000000001000000000002
0068E3087P0419000015              33 810  00-30000000000000100140003
0068E3088P0316000011              23 510  00-30000000000000100120001
0068E3089P0305000007              24 810  00-20000000000000100070001
0068E3090P0425000021              34 911  00-20000000007000800080000
0068E3091P0262000015              23 810  00-10000000001000400110000
0068E3092P0081000004              24 610  00-20000000003000000030000
0068E3093P0170000014              24 611  00000000000002000500070000
0068E3094P0088000004              23 6 9  00000000000001000000030000
0068E3095P0115000002              23 6 9  00-20000000000000000040000
0068E3096P0050000002              23 6 9  00-10000000001000000010001
0068E3097P0158000012              24 611  00000000000001000100090001
0068E3098P0288000012              23 612  00-10000000001000100100001
0068E3099P0563000019              24 5 8  00-20000000002000100160002
0068E3100P0072000002              23 6 9  00000000000000000100010000
0068E3101P0344000017              23 5 8  00000000000002000300120000
0068E3102P0450000015              24 810  00-20000000003000000100004
0068E3103P0170000004              34 811  00-20000000001000100040000
0068E3104P0114000005              23 6 9  00000000000000000100040000
0068E3105P0345000010              33 810  00-30000000000000300090001
0068E3106P0308000023              23 5 8  00000010000002000600130001
0068E3107P0442000018              24 810  00000000000003000300120000
0068E3108P0390000028              24 5 8  00-30000000005000500200001
0068E3109P0205000008              34 911  00000000000001000100060000
0068E3110P0533000030              24 810  00-30010000004000600190003
0068E3111P0165000002              23 6 9  00-10000000000000000020001
0068E3112P0446000037              23 712  00-40000000008000300280002
0068E3113P0112000000              23 6 9  00-10000000000000000010000
0068E3114P0250000004              23 6 9  00-20000000002000000040000
0068E3115P0106000007              24 610  00-10000000001000200040001
0068E3116P0383000021              23 5 8  00-20000000002000300180000
0068E3117P0140000012              23 6 9  00000000000002000000100000
0068E3118P0380000013              23 510  00-10000000000000300090002
0068E3119P0122000001              24 6 9  00000000000000000000010000
0068E3120P0352000026              24 510  00000000000003000200180003
0068E3121P0422000034              34 811  00-10000000006000600230000
0068E3122P0417000022              24 5 8  0-130000000003000200260004
0068E3123P0378000021              34 811  00-20000000003000300150002
0068E3124P0080000003              23 6 9  00000000000001000000020000
0068E3125P0150000010              23 6 9  00-20000000004000000060002
0068E3126P0255000013              24 5 8  00-50000000000000100160001
0068E3127P0329000017              34 811  00000000000000000000160001
0068E3128P0297000013              34 610  00-10000000000000400090001
0068E3129P0166000011              24 810  00000000000003000100070000
0068E3130P0383000030              23 5 8  00-10000000003000300230002
0068E3131P0351000030              23 5 8  00-20000000006000200230001
0068E3132P0289000017              23 5 8  00000000000001000500110000
0068E3133P0133000009              24 610  00-10000000001000300060000
0068E3134P0561000034              23 712  00-40010000002000200310002
0068E3135P0256000022              23 810  00-60000000003000400190002
0068E3136P0363000021              34 811  00-20000000002000100200000
0068E3137P0302000009              23 5 8  00-20000000000000200090000
0068E3138P0293000016              23 712  00000000000003000100120000
0068E3139P0527000038              23 5 8  00-50000000008000700270001
0068E3140P0360000030              23 5 8  00-10000000001000500250000
0068E3141P0400000021              23 5 8  00-20000000006000300100004
0068E3142P0510000032              23 510  00000000000002000400260000
0068E3143P0282000013              33 810  00-40000000000000100150001
0068E3144P0328000016              24 5 8  00-20000000002000300130000
0068E3145P0262000012              23 5 8  00-50000000003000000130001
0068E3146P0399000014              34 811  00-10000000003000200100000
0068E3147P0336000017              34 811  00-20000000001000200150001
0068E3148P0334000020              24 810  00000000000003000200120003
0068E3149P0408000019              24 810  00-20000000003000700090002
0068E3150P0096000003              23 6 9  00-10000000000000000030001
0068E3151P0399000013              23 712  00-50000000004000100120001
0068E3152P0463000015              23 510  00-10000000001000100110003
0068E3153P0324000015              23 510  00-10000000001000200110002
0068E3154P0294000010              23 510  00-10000000003000100060001
0068E3155P0478000036              24 5 8  00-40000000007000500260002
0068E3156P0068000004              24 611  00-10000000000000100040000
0068E3157P0363000012              24 810  00-10000000000000100100002
0068E3158P0058000002              23 6 9  00-10000000000000000010002
0068E3159P0346000025              24 5 8  00-10000000001000400210000
0068E3160P0161000005              23 6 9  00000000000000000000040001
0068E3161P0473000026              23 5 8  00-10000000002000400190002
0068E3162P0391000019              23 5 8  00-10000000003000100160000
0068E3163P0202000010              24 811  00-20000000002000100080001
0068E3164P0396000011              33 810  00-10000000002000200080000
0068E3165P0442000029              23 5 8  00-20010000005000200200003
0068E3166P0292000014              23 5 8  00000000000001000100100002
0068E3167P0259000013              24 811  00000000000001000200100000
0068E3168P0172000008              23 6 9  00-10000000000000400050000
0068E3169P0229000008              24 611  00000000000001000100060000
0068E3170P0077000000              24 811  00000000000000000000000000
0068E3171P0180000007              24 611  00-20000000001000200050001
0068E3172P0560000031              23 5 8  00-20000000006000700200000
0068E3173P0341000021              24 5 8  00-10000000000000300190000
0068E3174P0158000007              24 611  00-20000000000000000090000
0068E3175P0154000004              24 610  00000000000000000000040000
0068E3176P0199000004              23 6 9  00-10000000000000200020001
0068E3177P0427000031              23 712  00-10000000007000100200004
0068E3178P0426000022              23 810  00-40000000005000200170002
0068E3179P0480000018              23 5 8  00-30000000002000200160001
0068E3180P0487000014              23 5 8  00-30000000002000300110001
0068E3181P0138000003              23 6 9  00000000000000000100020000
0068E3182P0194000010              33 610  00-30000000001000100110000
0068E3183P0115000003              34 811  00000000000000000000030000
0068E3184P0320000014              24 811  00-20000000000000400080004
0068E3185P0024000000              23 8 9  00000000000000000000000000
0068E3186P0241000011              24 811  00-20000000003000000100000
0068E3187P0254000014              23 810  00-10000000001000000130001
0068E3188P0035000000              24 611  00000000000000000000000000
0068E3189P0017000000              23 810  00000000000000000000000000
0068E3190P0037000000              24 611  00000000000000000000000000
0068E3191P0031000001              23 6 9  00000000000000000100000000
0068E3192P0439000015              24 810  00-40000000001000400140000
0068E3193P0130000001              24 611  00-10000000000000100010000
0068E3194P0104000002              23 6 9  00-10000000000000200010000
0068E3195P0267000026              34 811  00-10000000004000300200000
0068E3196P0102000005              24 611  00-20000000001000100040001
0068E3197P0226000019              23 810  00-30000000003000100160002
0068E3198P0296000009              24 810  00000000000001000200050001
0068E3199P0064000002              23 6 9  00000000000000000000020000
0068E3200P0088000003              23 6 9  00-10000000000000000030001
0068E3201P0248000016              23 5 8  00000000000000000400110001
0068E3202P0288000007              23 510  00-20000000001000100060001
0068E3203P0245000015              33 810  00000000000000000000150000
0068E3204P0118000014              24 611  00010000000000000100120000
0068E3205P0085000007              23 6 9  00020000000000000000050000
0068E3206P0109000006              23 6 9  00000000000000000000050001
0068E3207P0085000005              24 6 9  00000000000002000000030000
0068E3208P0300000023              34 811  00000000000002000500150001
0068E3209P0279000016              24 5 8  00-50000000006000100120002
0068E3210P0255000007              24 810  00-10000000000000200040002
0068E3211P0196000011              24 810  00000000000001000200070001
0068E3212P0309000019              34 911  00-20000000004000200140001
0068E3213P0378000020              24 5 8  00-30000000000000100210001
0068E3214P0341000016              24 810  00000000000006000000080002
0068E3215P0508000021              24 510  00-40000000003000200190001
0068E3216P0698000034              23 5 8  00-10000000003000400270001
0068E3217P0002000000              23 810  00000000000000000000000000
0068E3218P0006000000              24 610  00000000000000000000000000
0068E3219P0000000000              23 612  00000000000000000000000000
0068E3220P0000000000              24 810  00000000000000000000000000
0068E3221P0032000001              23 710  00000000000000000000010000
0068E3222P0282000011              23 510  00-10000000001000300060002
0068E3223P0276000008              23 5 8  00-70000000002000000110002
0068E4001P0302000021              34 814  00-10000000000000100180003
0068E4002P0162000015              34 814  00-10000000002000000130001
0068E4003P0362000042              34 814  00000000000001000800300003
0068E4004P0236000009              24 916  00000000000001000100070000
0068E4005P0298000017              341114  00-10000000000000100170000
0068E4006P0319000024              341114  00-20000000001000100230001
0068E4007P0235000011              381115  00-10000000000000300090000
0068E4008P0409000031              341115  00-40000000003000400250003
0068E4009P0241000015              281115  00-40000000001000200150001
0068E4010P0204000007              281015  00000000000003000400000000
0068E4011P0334000016              34 814  00-30000000001000100160001
0068E4012P0173000010              381115  00000000000000000200070001
0068E4013P0406000022              341114  00-30000000002000100200002
0068E4014P0094000002              241115  00-10000000000000100020000
0068E4015P0279000025              34 814  00-20000000000000100230003
0068E4016P0359000026              341114  00-20000000003000200210002
0068E4017P0205000011              381115  00000000000002000100080000
0068E4018P0095000005              281115  00010000000001000000030000
0068E4019P0136000010              381114  00000000000004000200040000
0068E4020P0410000016              34 814  00-60000000004000100120005
0068E4021P0288000028              34 814  00000000000008000200140004
0068E4022P0375000026              34 816  00-10000000002000500190001
0068E4023P0414000037              34 814  00-40000000005000100320003
0068E4024P0418000044              341114  00-20000000003000500370001
0068E4025P0134000004              281115  00-10000000002000000020001
0068E4026P0215000011              341115  00-20000000001000000110001
0068E4027P0180000004              34 814  00-20000000000000000060000
0068E4028P0457000020              281115  00-10000000002000200140003
0068E4029P0265000019              24 917  00000000000002000300140000
0068E4030P0231000017              341115  00-20000000003000000150001
0068E4031P0176000006              241115  00-30000000002000100060000
0068E4032P0288000010              341114  00-30000000002000100080002
0068E4033P0339000029              34 814  00-10000000002000400230001
0068E4034P0126000005              341115  00-10000000002000000030001
0068E4035P0357000015              281115  00000000000002000200100001
0068E4036P0220000016              34 817  00000000000000000100150000
0068E4037P0348000022              341114  00-10000000003000500140001
0068E4038P0084000006              241117  00000000000000000000060000
0068E4039P0082000007              281114  00-20000000002000000040003
0068E4040P0076000002              281115  00000000000000000100010000
0068E4041P0267000014              24 814  00-10000000001000100110002
0068E4042P0095000002              281115  00-10000000000000100000002
0068E4043P0294000017              24 814  00-20000000000000100160002
0068E4044P0227000008              281115  00000000000001000100060000
0068E4045P0167000009              24 916  00000000000000000200070000
0068E4046P0260000021              34 916  00-10000000001000000200001
0068E4047P0224000008              24 917  00000000000001000000070000
0068E4048P0301000007              281015  00010000000001000000050000
0068E4049P0260000016              34 814  00-10000000004000200110000
0068E4050P0270000025              381114  00-10000000004000600120004
0068E4051P0392000014              341114  00-20000000003000100110001
0068E4052P0289000030              34 814  00000000000001000300260000
0068E4053P0284000019              341115  00-10000000000000500130002
0068E4054P0328000011              381114  00-20000000001000100110000
0068E4055P0306000023              34 916  00-30000000002000500160003
0068E4056P0056000001              241115  00000000000000000100000000
0068E4057P0296000025              24 917  00-20000000005000000190003
0068E4058P0257000015              281115  00000000000003000200100000
0068E4059P0202000010              381114  00000000000001000100070001
0068E4060P0200000005              241116  00-30000000001000400020001
0068E4061P0254000025              34 814  00-10010000004000400160001
0068E4062P0251000017              341114  00-20000000002000400110002
0068E4063P0326000025              341115  00-10000000006000000170003
0068E4064P0343000020              341114  00000000000003000100150001
0068E4065P0217000002              281115  0-140010000002000200070004
0068E4066P0315000009              341115  00-20000000001000000100000
0068E4067P0195000013              24 917  00-20000000002000000130000
0068E4068P0352000026              24 916  00000000000004000200170003
0068E4069P0193000016              281015  00000000000003000200100001
0068E4070P0226000010              381115  00-10000000003000100050002
0068E4071P0270000023              341114  00010000000001000300170001
0068E4072P0067000001              281115  00-10000000000000100010000
0068E4073P0176000014              241117  00-10000000001000000140000
0068E4074P0063000000              241115  00000000000000000000000000
0068E4075P0380000012              341114  00-40000000002000000130001
0068E4076P0359000011              241117  00-40000000000000100120002
0068E4077P0306000013              341114  00-20000000003000400060002
0068E4078P0182000000              381114  00000000000000000000000000
0068E4079P0315000018              24 917  00-30000000001000000200000
0068E4080P0265000021              34 816  00000000000001000400150001
0068E4081P0197000014              24 917  00-10000000000000400100001
0068E4082P0167000011              281115  00000000000001000000100000
0068E4083P0146000005              381114  00000000000000000100040000
0068E4084P0151000013              24 916  00000000000002000200080001
0068E4085P0307000021              24 917  00-10000000001000100180002
0068E4086P0055000001              24 917  00000000000000000000010000
0068E4087P0256000012              34 814  00-10000000002000000110000
0068E4088P0165000010              34 814  00000000000004000000060000
0068E4089P0399000024              341114  00-40000000006000400150003
0068E4090P0109000001              241115  00000000000000000000010000
0068E4091P0180000010              341114  00-20000000001000100100000
0068E4092P0073000007              281115  00000000000002000000040001
0068E4093P0229000015              34 814  00000000000000000000150000
0068E4094P0232000015              34 814  00-50000000000000300140003
0068E4095P0334000022              24 917  00-20000000000000700160001
0068E4096P0300000019              341114  00-20000000002000100150003
0068E4097P0319000017              24 916  00-30000000001000300150001
0068E4098P0278000013              24 917  00-10000000001000400090000
0068E4099P0256000009              24 916  00000000000002000000070000
0068E4100P0221000010              24 916  00-10000000001000100090000
0068E4101P0431000031              341114  00-30000000002000500250002
0068E4102P0391000021              34 814  00-30000000002000300180001
0068E4103P0214000014              24 817  00-10000000005000100070002
0068E4104P0440000023              381114  00-40000000001000400200002
0068E4105P0368000025              34 814  00-60000000004000100220004
0068E4106P0207000016              241117  00-10000000002000100130001
0068E4107P0320000011              34 814  00-40000000003000000110001
0068E4108P0125000007              34 916  00-10000000000000100060001
0068E4109P0240000018              341115  00-10000000005000300100001
0068E4110P0299000015              341114  00-10000000003000200080003
0068E4111P0263000017              341114  00-10000000003000100140000
0068E4112P0254000011              24 917  00-10000000000000300090000
0068E4113P0193000011              381115  00000000000000000300070001
0068E4114P0340000017              341115  00-10000000004000000140000
0068E4115P0076000003              241115  00000000000001000000020000
0068E4116P0146000004              241116  00000000000000000100030000
0068E4117P0191000017              381115  00-40000000001000400140002
0068E4118P0232000009              24 916  00-10000000001000200070000
0068E4119P0234000018              341114  00-30000000006000300120000
0068E4120P0205000012              24 917  00000000000003000000090000
0068E4121P0239000019              34 814  00000000000004000300120000
0068E4122P0261000033              341115  00-20000000004000900210001
0068E4123P0341000023              241117  00-30000000005000700120002
0068E4124P0098000003              241115  00000000000000000000020001
0068E4125P0148000014              241116  00000000000001000200100001
0068E4126P0285000019              24 917  00-10000000002000000170001
0068E4127P0275000023              34 817  00000000000007000000160000
0068E4128P0357000016              24 817  00000000000001000200120001
0068E4129P0089000003              281115  00-30000000001000200030000
0068E4130P0138000009              34 814  00000000000002000200050000
0068E4131P0167000008              34 814  00-10000000002000000070000
0068E4132P0168000013              24 917  00000000000001000000110001
0068E4133P0223000016              341114  00000000000002000200110001
0068E4134P0107000004              281115  00-10000000001000100020001
0068E4135P0071000003              241115  00010000000000000000020000
0068E4136P0148000001              24 916  00000000000000000000010000
0068E4137P0004000000              241117  00000000000000000000000000
0068E4138P0064000005              24 917  00000000000000000000050000
0068E4139P0053000000              241115  00-10000000000000000010000
0068E4140P0063000003              281115  00000000000000000200010000
0068E4141P0026000002              241115  00000000000000000000000002
0068E4142P0246000015              34 814  00-10000000002000200100002
0068E4143P0222000009              341114  00000000000001000100070000
0068E4144P0114000001              281115  00000000000000000000010000
0068E4145P0045000001              241115  00000000000000000100000000
0068E4146P0164000013              341115  00000000000001000000120000
0068E4147P0045000002              241115  00000000000000000000020000
0068E4148P0180000010              24 916  00-10000000002000000080001
0068E4149P0176000008              24 916  00-10000000000000100060002
0068E4150P0006000002              24 814  00000000000000000000020000
0068E4151P0130000006              34 917  00000000000000000000060000
0068E4152P0014000003              241114  00000000000000000100010001
0068E4153P0058000003              381115  00000000000000000000030000
0068E4154P0191000008              281115  00-20000000001000000080001
0068E5001P0329000019              12 713  00-20000000002000200170000
0068E5002P0591000039              12 713  00-20000000004000400300003
0068E5003P0164000010              12 713  00000000000001000100080000
0068E5004P0273000010              12 713  00-10000000003000100070000
0068E5005P0426000017              12 712  00-20000000002000000160001
0068E5006P0373000030              12 712  00-30000000003000400250001
0068E5007P0252000012              12 713  00-80000000003000200140001
0068E5008P0365000023              12 713  00-10000000002000200180002
0068E5009P0471000027              12 713  00-20000000000000100260002
0068E5010P0393000019              12 713  00-20000000006000000130002
0068E5011P0530000034              12 712  00-30000000002000500280002
0068E5012P0344000021              12 713  00-10000000005000000150002
0068E5013P0649000041              12 712  00000000000003000700280003
0068E5014P0292000028              22 712  00000000000002000400210001
0068E5015P0486000025              12 713  00-60000000004000100230003
0068E5016P0306000017              12 712  00000000000005000200100000
0068E5017P0282000018              12 712  00-20000000000000400140002
0068E5018P0247000017              12 713  00000000000002000300120000
0068E5019P0219000012              22 713  00-20000000000000100100003
0068E5020P0419000026              12 713  00-20010000003000200180004
0068E5021P0447000026              12 712  00-40000000002000300250000
0068E5022P0463000032              22 712  00-30000000001000300290002
0068E5023P0256000013              22 713  00-30000000004000200100000
0068E5024P0266000009              22 713  00000000000003000000060000
0068E5025P0227000012              22 712  00-10000000002000100100000
0068E5026P0593000032              12 713  00-30000000001000400260004
0068E5027P0326000021              12 713  00-20000000004000400150000
0068E5028P0350000021              22 712  00000000000003000200150001
0068E5029P0489000026              12 713  00-70000000003000500230002
0068E5030P0235000013              22 712  00-30000000001000200120001
0068E5031P0358000020              22 713  00000000000001000200170000
0068E5032P0154000011              22 713  00-20000000000000000120001
0068E5033P0473000035              12 713  00-50000000007000600250002
0068E5034P0283000013              12 712  00-10000000002000000110001
0068E5035P0377000030              12 713  00-20000000001000700230001
0068E5036P0322000017              22 712  00-20000000003000300130000
0068E5037P0384000028              12 712  00-30000000002000600220001
0068E5038P0591000033              22 713  00-60000000005000500250004
0068E5039P0376000021              22 712  00-10000000000000500170000
0068E5040P0364000028              12 713  00-50000000004000500220002
0068E5041P0142000006              22 713  00000000000000000100050000
0068E5042P0295000014              22 712  00000000000002000100090002
0068E5043P0242000014              22 713  00-10000000000000300120000
0068E5044P0267000010              12 713  00-10000000002000200050002
0068E5045P0376000021              12 712  00-10000000006000600090001
0068E5046P0194000013              22 712  00-40000000005000100110000
0068E5047P0288000015              22 713  00-10000000000000100120003
0068E5048P0204000004              22 712  00-60000000000000100090000
0068E5049P0250000015              22 712  00-20000000001000100120003
0068E5050P0282000017              12 713  00000000000003000100120001
0068E5051P0284000020              12 712  00-30000000001000800130001
0068E5052P0279000012              12 713  00-20000000002000100100001
0068E5053P0393000040              12 712  00-40000000007000400320001
0068E5054P0573000036              22 713  00-10000000003000600280000
0068E5055P0378000026              12 712  00-20000000004000000230001
0068E5056P0600000052              12 713  00-30000000005000400450001
0068E5057P0389000023              12 713  00-20000000001000400190001
0068E5058P0258000015              12 712  00-30000000002000100130002
0068E5059P0382000022              12 712  00-20000000003000200170002
0068E5060P0588000042              12 713  0-120000000004000500420003
0068E5061P0326000023              12 713  00-40000000008000100160002
0068E5062P0190000016              22 712  00-10000000000000100130003
0068E5063P0253000023              12 713  00-10000000002000200190001
0068E5064P0524000031              12 713  00-20000000003000500250000
0068E5065P0380000013              12 712  00-20000000001000200120000
0068E5066P0188000009              22 712  00-10000000001000000080001
0068E5067P0382000017              22 712  00-30000000002000100170000
0068E5068P0205000016              12 713  00-40000000002000100160001
0068E5069P0302000021              12 712  00-10000000001000000210000
0068E5070P0401000026              12 713  00-10000000004000600140003
0068E5071P0178000010              22 713  00-20000000000000300090000
0068E5072P0397000029              12 713  00-30000000005000100220004
0068E5073P0219000017              22 712  00-10000000002000100150000
0068E5074P0273000020              12 713  00-10000000005000200140000
0068E5075P0320000014              22 713  00-10000000005000100090000
0068E5076P0455000035              12 712  00-80000000003000300340003
0068E5077P0258000007              22 713  00000000000001000000050001
0068E5078P0366000022              12 712  00-40000000004000100190002
0068E5079P0545000086              12 713  00-60000000005000500790003
0068E5080P0298000015              12 712  00-10000000003000000130000
0068E5081P0383000026              12 712  00-30000000002000500180004
0068E5082P0335000027              12 713  00-40000000002000300240002
0068E5083P0269000019              12 713  00-30000000000000400180000
0068E5084P0457000020              12 713  00-30000000000000200190002
0068E5085P0352000015              12 713  00-20000000001000100110004
0068E5086P0247000017              12 712  00-40000000002000700090003
0068E5087P0188000021              22 712  00000000000005000000160000
0068E5088P0208000014              22 713  00-10000000000000100130001
0068E5089P0225000015              22 713  00-20000000002000000130002
0068E5090P0240000011              22 712  00-20000000000000100120000
0068E5091P0286000005              12 712  00000000000001000100030000
0068E5092P0336000011              12 712  00-30000000001000000120001
0068E6001P0238000019              11 2 2  00-20000000001000000200000
0068E6002P0190000019              11 2 2  00-50000000002000000180004
0068E6003P0262000017              11 2 2  00-30000000003000100160000
0068E6004P0433000039              11 2 2  00-20000000005001000260000
0068E6005P0256000010              11 2 2  00-60000000000000000150001
0068E6006P0207000008              11 2 2  00-20000000003000000060001
0068E6007P0219000009              11 2 2  00-50000000001000000120001
0068E6008P0316000036              11 2 2  00-40000000003000200320003
0068E6009P0438000042              11 2 2  0-110000000003000200480000
0068E6010P0196000017              11 2 2  00-50000000002000300170000
0068E6011P0564000024              11 2 2  00-30000000003000500170002
0068E6012P0342000016              11 2 2  00-40000000004000500080003
0068E6013P0228000007              11 2 2  00-30000000000000100090000
0068E6014P0229000023              11 2 2  00-20000000000000200220001
0068E6015P0304000016              11 2 2  00-50000000002000300110005
0068E6016P0409000027              11 2 2  00-80000000001000300280003
0068E6017P0281000018              11 2 2  00-20000000001000200160001
0068E6018P0394000032              11 2 2  00-20000000006000800200000
0068E6019P0134000012              11 2 2  00-10000000002000600040001
0068E6020P0368000021              11 2 2  00-60000000003000300170004
0068E6021P0108000006              11 2 2  00000000000000000000050001
0068E6022P0236000019              11 2 2  00-50000000004000100170002
0068E6023P0642000033              11 2 2  0-130000000004000600320004
0068E6024P0299000016              11 2 2  00-40000000001000100180000
0068E6025P0399000024              11 2 2  00-70000000006000300210001
0068E6026P0407000021              11 2 2  00-20000000002000100170003
0068E6027P0534000034              11 2 2  00-50000000003000600270003
0068E6028P0354000036              11 2 2  00-20000000005000500250003
0068E6029P0320000028              11 2 2  00000000000002000200230001
0068E6030P0226000008              11 2 2  00-50000000001000100100001
0068E6031P0273000025              11 2 2  00-30000000004000100210002
0068E6032P0361000029              11 2 2  00-40000000004000200270000
0068E6033P0258000016              11 2 2  00-30000000000000200160001
0068E6034P0293000023              11 2 2  00-10000000007000400120001
0068E6035P0365000021              11 2 2  00-20000000003000300150002
0068E6036P0306000035              11 2 2  00-40000000004000100340000
0068E6037P0327000033              11 2 2  00000000000003000200260002
0068E6038P0217000013              11 2 2  00-20000000004000200060003
0068E6039P0248000017              11 2 2  00-40000000002000200170000
0068E6040P0245000013              11 2 2  00-20000000000000000140001
0068E6041P0153000008              11 2 2  00-30000000001000300060001
0068E6042P0255000027              11 2 2  00-30010000002000400210002
0068E7001P0137000014              11 2 2  00-20000000000000200130001
0068E7002P0156000011              11 2 2  00-10000000000000000120000
0068E7003P0202000012              11 2 2  00-40000000003000200110000
0068E7004P0268000017              11 2 2  00-20000000001000700080003
0068E7005P0165000007              11 2 2  00-20000000000000100080000
0068E7006P0143000010              11 2 2  00-20000000000000000110001
0068E7007P0109000009              11 2 2  00-10000000001000000090000
0068E7008P0312000013              11 2 2  00-60000000003000100150000
0068E7009P0222000016              11 2 2  00-10000000002000200130000
0068E7010P0385000029              11 2 2  00-30000000001000300270001
0068E7011P0344000012              11 2 2  00-40000000002000200110001
0068E7012P0240000015              11 2 2  00-50000000002000200150001
0068E7013P0152000004              11 2 2  00-20000000001000100040000
0068E7014P0213000004              11 2 2  00-40000000001000300040000
0068E7015P0200000013              11 2 2  00000000000000000200080003
0068E7016P0263000015              11 2 2  00-30000000002000100150000
0068E7017P0255000019              11 2 2  00-30000000003000000160003
0068E7018P0231000013              11 2 2  00-30000000001000100140000
0068E7019P0218000014              11 2 2  00-20000000001000000150000
0068E8001P0071000008              11 1 1  00-10000000000000100070001
0068E8002P0253000028              11 1 1  00-20010000003000300220001
0068E8003P0236000038              11 1 1  00-20000000004000100330002
0068E8004P0271000036              11 1 1  00-20000000004000700250002
0068E8005P0114000013              11 1 1  00-30000000004000300080001
0068E8006P0173000028              11 1 1  00-10000000005000000200004
0068E8007P0284000022              11 1 1  0-160010000002000600230006
0068E8008P0433000033              11 1 1  00-20000000005000700230000
0068E8009P0583000058              11 1 1  00-90000000007000400540002
0068E8010P0291000029              11 1 1  00-50000000003000600210004
