"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Public Counter",167
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Manually Counted Emergency",0
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Absentee/Military",2
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Federal",1
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Special Presidential",0
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Affidavit",1
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Joseph R. Lentol (Democratic)",126
"50","001","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Scattered",2
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Public Counter","1,086"
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Manually Counted Emergency",0
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Absentee/Military",55
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Federal",15
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Special Presidential",0
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Affidavit",32
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Joseph R. Lentol (Democratic)","1,019"
"50","002","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Scattered",5
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Public Counter",548
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Manually Counted Emergency",0
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Absentee/Military",23
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Federal",1
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Special Presidential",0
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Affidavit",35
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Joseph R. Lentol (Democratic)",531
"50","003","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Scattered",3
"50","004","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Public Counter",101
"50","004","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Manually Counted Emergency",0
"50","004","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Absentee/Military",1
"50","004","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Federal",0
"50","004","Kings","IN-PLAY","General Election 2016 - 11/08/2016",,"Member of the Assembly","50",1,"Special Presidential",0
