Contest,Candidate Issue,Party,District Name,Affidavit Votes,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"City of Plattsburgh Ward 4 2 ",0,22,0,14,36,4.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"City of Plattsburgh Ward 5 1 ",0,21,0,8,29,5.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"City of Plattsburgh Ward 5 2 ",0,30,0,16,46,5.72
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"City of Plattsburgh Ward 6 1 ",0,21,0,12,33,4.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"City of Plattsburgh Ward 6 2 ",0,13,0,16,29,8.84
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Altona 1 ",0,21,0,4,25,6.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of AuSable 1 ",0,4,0,7,11,4.42
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of AuSable 2 ",0,10,0,2,12,4.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Beekmantown 1 ",0,7,0,5,12,3.31
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Beekmantown 2 ",0,9,0,7,16,5.26
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Beekmantown 3 ",0,20,0,15,35,4.68
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Beekmantown 4 ",0,6,0,6,12,3.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Black Brook 1 ",0,2,0,4,6,2.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Black Brook 2 ",0,3,0,2,5,5.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Champlain 1 ",0,12,0,3,15,3.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Champlain 2 ",0,21,0,5,26,4.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Champlain 3 ",0,8,0,10,18,4.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Chazy 1 ",0,14,0,4,18,3.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Chazy 2 ",0,19,0,5,24,5.45
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Clinton 1 ",0,3,0,3,6,5.71
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Dannemora 2 ",0,4,0,3,7,5.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Dannemora 3 ",0,1,0,0,1,0.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Ellenburg 1 ",0,13,0,1,14,3.94
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Mooers 1 ",0,11,0,5,16,4.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Mooers 2 ",0,4,0,1,5,3.57
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Peru 1 ",0,14,0,4,18,4.83
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Peru 2 ",0,22,0,12,34,6.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Peru 3 ",0,11,0,1,12,6.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Peru 4 ",0,15,0,8,23,4.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 1 ",0,14,0,6,20,5.36
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 2 ",0,15,0,4,19,3.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 3 ",0,26,0,11,37,5.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 4 ",0,7,0,6,13,3.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 5 ",0,11,0,1,12,3.93
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 6 ",0,26,0,10,36,4.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Plattsburgh 7 ",0,12,0,10,22,6.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Saranac 1 ",0,15,0,4,19,4.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Saranac 2 ",0,4,0,8,12,4.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Saranac 3 ",0,7,0,4,11,5.29
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Schuyler Falls 1 ",0,6,0,2,8,5.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Schuyler Falls 2 ",0,13,0,5,18,3.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Toni Kennedy (F),DM5,"Town of Schuyler Falls 3 ",0,8,0,8,16,4.31
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 1 1 ",0,6,0,3,9,5.06
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 1 2 ",0,31,0,22,53,4.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 1 3 ",0,2,0,0,2,5.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 2 1 ",0,10,0,14,24,6.17
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 2 2 ",0,5,0,8,13,5.31
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 3 1 ",0,17,0,8,25,4.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 3 2 ",0,28,0,15,43,5.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 4 1 ",0,21,0,25,46,5.71
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 4 2 ",0,25,0,20,45,5.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 5 1 ",0,17,0,10,27,4.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 5 2 ",0,27,0,19,46,5.72
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 6 1 ",0,23,0,17,40,5.93
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"City of Plattsburgh Ward 6 2 ",0,17,0,15,32,9.76
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Altona 1 ",0,20,0,6,26,6.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of AuSable 1 ",0,4,0,8,12,4.82
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of AuSable 2 ",0,6,0,5,11,4.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Beekmantown 1 ",0,7,0,5,12,3.31
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Beekmantown 2 ",0,4,0,6,10,3.29
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Beekmantown 3 ",0,15,0,15,30,4.01
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Beekmantown 4 ",0,7,0,4,11,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Black Brook 1 ",0,2,0,6,8,2.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Black Brook 2 ",0,3,0,1,4,4.17
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Champlain 1 ",0,11,0,3,14,3.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Champlain 2 ",0,15,0,7,22,4.16
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Champlain 3 ",0,12,0,15,27,6.05
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Chazy 1 ",0,18,0,4,22,4.32
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Chazy 2 ",0,24,0,4,28,6.36
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Clinton 1 ",0,0,0,4,4,3.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Dannemora 2 ",0,4,0,3,7,5.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Dannemora 3 ",0,2,0,6,8,4.35
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Ellenburg 1 ",0,4,0,4,8,2.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Mooers 1 ",0,5,0,5,10,2.99
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Mooers 2 ",0,2,0,2,4,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Peru 1 ",0,14,0,5,19,5.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Peru 2 ",0,25,0,10,35,6.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Peru 3 ",0,13,0,1,14,7.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Peru 4 ",0,15,0,10,25,4.65
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 1 ",0,11,0,5,16,4.29
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 2 ",0,20,0,5,25,5.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 3 ",0,14,0,16,30,4.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 4 ",0,8,0,6,14,3.46
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 5 ",0,15,0,4,19,6.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 6 ",0,27,0,16,43,4.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Plattsburgh 7 ",0,10,0,11,21,6.05
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Saranac 1 ",0,16,0,5,21,4.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Saranac 2 ",0,7,0,6,13,5.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Saranac 3 ",0,5,0,4,9,4.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Schuyler Falls 1 ",0,4,0,2,6,3.77
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Schuyler Falls 2 ",0,14,0,5,19,4.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Diana Klementowski (F),DM5,"Town of Schuyler Falls 3 ",0,7,0,6,13,3.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 1 1 ",0,4,0,3,7,3.93
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 1 2 ",0,29,0,18,47,3.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 1 3 ",0,2,0,0,2,5.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 2 1 ",0,8,0,15,23,5.91
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 2 2 ",0,5,0,7,12,4.90
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 3 1 ",0,15,0,5,20,3.64
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 3 2 ",0,28,0,17,45,5.32
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 4 1 ",0,11,0,21,32,3.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 4 2 ",0,16,0,11,27,3.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 5 1 ",0,18,0,14,32,5.76
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 5 2 ",0,20,0,14,34,4.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 6 1 ",0,20,0,15,35,5.19
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"City of Plattsburgh Ward 6 2 ",0,14,0,13,27,8.23
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Altona 1 ",0,18,0,4,22,5.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of AuSable 1 ",0,4,0,11,15,6.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of AuSable 2 ",0,9,0,3,12,4.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Beekmantown 1 ",0,8,0,4,12,3.31
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Beekmantown 2 ",0,5,0,8,13,4.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Beekmantown 3 ",0,15,0,17,32,4.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Beekmantown 4 ",0,6,0,5,11,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Black Brook 1 ",0,1,0,4,5,1.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Black Brook 2 ",0,3,0,2,5,5.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Champlain 1 ",0,9,0,2,11,2.85
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Champlain 2 ",0,15,0,5,20,3.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Champlain 3 ",0,7,0,12,19,4.26
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Chazy 1 ",0,13,0,4,17,3.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Chazy 2 ",0,15,0,3,18,4.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Clinton 1 ",0,1,0,2,3,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Dannemora 2 ",0,4,0,1,5,3.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Dannemora 3 ",0,1,0,6,7,3.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Ellenburg 1 ",0,7,0,2,9,2.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Mooers 1 ",0,3,0,4,7,2.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Mooers 2 ",0,2,0,0,2,1.43
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Peru 1 ",0,11,0,3,14,3.75
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Peru 2 ",0,19,0,8,27,4.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Peru 3 ",0,9,0,0,9,4.52
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Peru 4 ",0,15,0,10,25,4.65
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 1 ",0,12,0,4,16,4.29
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 2 ",0,10,0,6,16,3.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 3 ",0,15,0,10,25,3.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 4 ",0,8,0,6,14,3.46
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 5 ",0,9,0,1,10,3.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 6 ",0,28,0,13,41,4.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Plattsburgh 7 ",0,16,0,9,25,7.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Saranac 1 ",0,15,0,4,19,4.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Saranac 2 ",0,6,0,8,14,5.69
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Saranac 3 ",0,4,0,2,6,2.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Schuyler Falls 1 ",0,4,0,2,6,3.77
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Schuyler Falls 2 ",0,11,0,3,14,3.10
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Kristi-Ann Lyga (F),DM5,"Town of Schuyler Falls 3 ",0,6,0,4,10,2.70
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 1 1 ",0,2,0,2,4,2.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 1 2 ",0,14,0,21,35,2.83
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 1 3 ",0,2,0,0,2,5.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 2 1 ",0,8,0,13,21,5.40
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 2 2 ",0,5,0,7,12,4.90
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 3 1 ",0,11,0,8,19,3.46
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 3 2 ",0,19,0,7,26,3.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 4 1 ",0,10,0,18,28,3.47
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 4 2 ",0,14,0,9,23,2.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 5 1 ",0,11,0,11,22,3.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 5 2 ",0,17,0,13,30,3.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 6 1 ",0,19,0,13,32,4.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"City of Plattsburgh Ward 6 2 ",0,11,0,13,24,7.32
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Altona 1 ",0,16,0,2,18,4.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of AuSable 1 ",0,4,0,4,8,3.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of AuSable 2 ",0,8,0,1,9,3.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Beekmantown 1 ",0,6,0,4,10,2.76
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Beekmantown 2 ",0,6,0,6,12,3.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Beekmantown 3 ",0,13,0,13,26,3.48
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Beekmantown 4 ",0,7,0,4,11,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Black Brook 1 ",0,0,0,3,3,1.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Black Brook 2 ",0,3,0,2,5,5.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Champlain 1 ",0,6,0,2,8,2.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Champlain 2 ",0,17,0,5,22,4.16
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Champlain 3 ",0,6,0,9,15,3.36
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Chazy 1 ",0,14,0,4,18,3.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Chazy 2 ",0,11,0,2,13,2.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Clinton 1 ",0,1,0,2,3,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Dannemora 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Dannemora 2 ",0,2,0,1,3,2.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Dannemora 3 ",0,1,0,1,2,1.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Ellenburg 1 ",0,6,0,0,6,1.69
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Mooers 1 ",0,5,0,3,8,2.39
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Mooers 2 ",0,2,0,0,2,1.43
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Peru 1 ",0,8,0,1,9,2.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Peru 2 ",0,20,0,8,28,5.13
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Peru 3 ",0,9,0,1,10,5.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Peru 4 ",0,10,0,5,15,2.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Plattsburgh 1 ",0,8,0,5,13,3.49
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Plattsburgh 2 ",0,14,0,2,16,3.33
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jay Bellanca (M),DM5,"Town of Plattsburgh 3 ",0,12,0,11,23,3.50
